u_id,legacy_path,expected_title_from_alias,verified_title,title_source,title_token_overlap,identity_status,doi,doi_source,doi_confidence,arxiv_id,arxiv_source,arxiv_confidence
U086,research/ref-paper/shared/pdfs/04_m3_embedding_multi_linguality_multi_functionality_2024.pdf,m3 embedding multi linguality multi functionality,"M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings (BGE-M3)",acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2402.03216,acquisition_url,high
U086,research/ref-paper/shared/pdfs/48_bge_reranker_v2_multi_granularity_cross_2024.pdf,bge reranker v2 multi granularity cross,"M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings (BGE-M3)",acquisition_metadata_verified_in_pdf,0.5000,verified_with_title_variation,,,not_detected,2402.03216,acquisition_url,high
U087,research/ref-paper/shared/pdfs/05_query_rewriting_for_retrieval_augmented_large_2023.pdf,query rewriting for retrieval augmented large,Query Rewriting for Retrieval-Augmented Large Language Models,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2305.14283,acquisition_url,high
U088,research/ref-paper/shared/pdfs/06_reciprocal_rank_fusion_based_hybrid_densesparse_2023.pdf,reciprocal rank fusion based hybrid densesparse,Reciprocal Rank Fusion Based Hybrid Dense–Sparse Information Retrieval (RRF Hybrid),acquisition_metadata_verified_in_pdf,0.8333,verified,,,not_detected,,,not_detected
U089,research/ref-paper/shared/pdfs/07_nv_embed_improved_techniques_for_training_2024.pdf,nv embed improved techniques for training,NV-Embed: Improved Techniques for Training LLMs as Generalist Embedding Models,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U090,research/ref-paper/shared/pdfs/09_jina_colbert_v2_a_general_purpose_2024.pdf,jina colbert v2 a general purpose,Jina-ColBERT-v2: A General-Purpose Multilingual Late Interaction Retriever,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2408.16672,acquisition_url,high
U091,research/ref-paper/shared/pdfs/11_raptor_recursive_abstractive_processing_for_tree_2024.pdf,raptor recursive abstractive processing for tree,RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval,rendered_first_page_text,1.0000,verified,,,not_detected,2401.18059,acquisition_url,high
U091,research/ref-paper/is2/pdfs/48_raptor_recursive_abstractive_processing_for_tree_2024.pdf,raptor recursive abstractive processing for tree,RAPTOR: Recursive Abstractive Processing for Tree-Organized Retrieval,rendered_first_page_text,1.0000,verified,,,not_detected,2401.18059,acquisition_url,high
U092,research/ref-paper/shared/pdfs/12_from_local_to_global_a_graphrag_2024.pdf,from local to global a graphrag,From Local to Global: A GraphRAG Approach to Query-Focused Summarization,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2404.16130,acquisition_url,high
U092,research/ref-paper/is2/pdfs/49_graphrag_query_focused_summarization_with_community_2024.pdf,graphrag query focused summarization with community,From Local to Global: A GraphRAG Approach to Query-Focused Summarization,acquisition_metadata_verified_in_pdf,0.8000,verified,,,not_detected,2404.16130,acquisition_url,high
U093,research/ref-paper/shared/pdfs/14_agentic_retrieval_augmented_generation_a_survey_2025.pdf,agentic retrieval augmented generation a survey,Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2501.09136,acquisition_url,high
U094,research/ref-paper/shared/pdfs/15_interact_rag_elevating_retrieval_augmented_generation_2024.pdf,interact rag elevating retrieval augmented generation,Interact-RAG: Elevating Retrieval-Augmented Generation via Active Corpus Interaction,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U095,research/ref-paper/shared/pdfs/16_medgraphrag_graph_based_retrieval_augmented_generation_2025.pdf,medgraphrag graph based retrieval augmented generation,MedGraphRAG: Graph-based Retrieval-Augmented Generation for Medical LLMs,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U096,research/ref-paper/shared/pdfs/17_pubmed_knowledge_graph_2_0_connecting_2025.pdf,pubmed knowledge graph 2 0 connecting,"PubMed Knowledge Graph 2.0: Connecting Papers, Patents, and Clinical Trials",acquisition_metadata_verified_in_pdf,1.0000,verified,10.1038/s41597-025-05343-8,pdf_metadata,high,,,not_detected
U097,research/ref-paper/shared/pdfs/18_kgeir_knowledge_graph_enhanced_iterative_reasoning_2025.pdf,kgeir knowledge graph enhanced iterative reasoning,KGEIR: Knowledge Graph-Enhanced Iterative Reasoning for Multi-Hop QA,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U098,research/ref-paper/shared/pdfs/20_named_entity_recognition_of_pharmacokinetic_parameters_2024.pdf,named entity recognition of pharmacokinetic parameters,Named Entity Recognition of Pharmacokinetic Parameters in Pharmaceutical Literature,acquisition_metadata_verified_in_pdf,1.0000,verified,10.1038/s41598-024-73338-3,pdf_front_matter,medium,,,not_detected
U099,research/ref-paper/shared/pdfs/21_benchmarking_llm_faithfulness_in_rag_with_2025.pdf,benchmarking llm faithfulness in rag with,Benchmarking LLM Faithfulness in RAG with Evolving Leaderboards (FaithJudge/HHEM),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U100,research/ref-paper/shared/pdfs/22_hallugraph_auditable_hallucination_detection_for_legal_2025.pdf,hallugraph auditable hallucination detection for legal,HalluGraph: Auditable Hallucination Detection for Legal RAG via Knowledge Graph Alignment,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2512.01659,acquisition_url,high
U101,research/ref-paper/shared/pdfs/23_typhoon_thai_large_language_models_7b_2023.pdf,typhoon thai large language models 7b,Typhoon: Thai Large Language Models (7B),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2312.13951,acquisition_url,high
U101,research/ref-paper/is2/pdfs/01_typhoon_thai_large_language_models_2023.pdf,typhoon thai large language models,Typhoon: Thai Large Language Models (7B),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2312.13951,acquisition_url,high
U102,research/ref-paper/shared/pdfs/24_nitibench_a_comprehensive_study_of_llm_2025.pdf,nitibench a comprehensive study of llm,NitiBench: A Comprehensive Study of LLM Framework Capabilities for Thai Legal QA,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2502.10868,acquisition_url,high
U103,research/ref-paper/shared/pdfs/26_survey_on_thai_nlp_language_resources_2022.pdf,survey on thai nlp language resources,Survey on Thai NLP Language Resources and Tools,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U104,research/ref-paper/shared/pdfs/27_agent_mediated_dialogic_framework_for_query_2025.pdf,agent mediated dialogic framework for query,Agent-Mediated Dialogic Framework for Query Expansion (AMD: Socratic+Dialogic+Reflective),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2502.08557,acquisition_url,high
U105,research/ref-paper/shared/pdfs/28_dmqr_rag_diverse_multi_query_rewriting_2024.pdf,dmqr rag diverse multi query rewriting,DMQR-RAG: Diverse Multi-Query Rewriting for Retrieval-Augmented Generation,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2411.13154,acquisition_url,high
U106,research/ref-paper/shared/pdfs/29_collab_rag_boosting_retrieval_augmented_generation_2025.pdf,collab rag boosting retrieval augmented generation,Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U107,research/ref-paper/shared/pdfs/31_roserag_robust_retrieval_augmented_generation_with_2025.pdf,roserag robust retrieval augmented generation with,ROSERAG: Robust Retrieval-Augmented Generation with Small-Scale LLMs via Diverse Augmentation,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U108,research/ref-paper/shared/pdfs/32_qwen3_technical_report_thinking_non_thinking_2025.pdf,qwen3 technical report thinking non thinking,Qwen3 Technical Report,rendered_first_page_text,0.6000,verified,,,not_detected,2505.09388,acquisition_url,high
U109,research/ref-paper/shared/pdfs/35_finreflectkg_multihop_financial_qa_benchmark_for_2025.pdf,finreflectkg multihop financial qa benchmark for,FinReflectKG-MultiHop: Financial QA Benchmark for Reasoning with KG Evidence,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2510.02906,acquisition_url,high
U110,research/ref-paper/shared/pdfs/36_a_survey_of_biomedical_knowledge_graph_2025.pdf,a survey of biomedical knowledge graph,ICD-10-PCS Official Guidelines for Coding and Reporting 2023,pdfinfo,0.0000,alias_title_mismatch,,,not_detected,,,not_detected
U111,research/ref-paper/shared/pdfs/37_e5_mistral_text_embeddings_by_weakly_2024.pdf,e5 mistral text embeddings by weakly,Large Language Models Are Better Reasoners with Self-Verification,rendered_first_page_text,0.0000,alias_title_mismatch,,,not_detected,2212.09561,acquisition_url,high
U112,research/ref-paper/shared/pdfs/39_recent_advances_in_named_entity_recognition_2024.pdf,recent advances in named entity recognition,Recent Advances in Named Entity Recognition: A Comprehensive Survey,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2401.10825,acquisition_url,high
U113,research/ref-paper/shared/pdfs/41_clirudit_cross_lingual_information_retrieval_of_2025.pdf,clirudit cross lingual information retrieval of,CLIRudit: Cross-Lingual Information Retrieval of Scientific Documents,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U114,research/ref-paper/shared/pdfs/43_ai_powered_freedom_to_operate_streamlining_2025.pdf,ai powered freedom to operate streamlining,New Artificial Intelligence Functionality in PE2E Search,pdfinfo,0.0000,alias_title_mismatch,,,not_detected,,,not_detected
U115,research/ref-paper/shared/pdfs/46_patent_trends_in_medical_devices_for_2025.pdf,patent trends in medical devices for,Trademark Guide in Thailand,rendered_first_page_text,0.0000,alias_title_mismatch,,,not_detected,,,not_detected
U116,research/ref-paper/shared/pdfs/47_diverse_augmentation_from_large_language_models_2025.pdf,diverse augmentation from large language models,Diverse Augmentation from Large Language Models to Smaller Models for Efficient Retrieval (ACL 2025),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U117,research/ref-paper/shared/pdfs/51_tree_based_text_retrieval_via_hierarchical_clustering.pdf,tree based text retrieval via hierarchical clustering,Tree-Based Text Retrieval via Hierarchical Clustering in RAG Frameworks: Application on Taiwanese Regulations,first_page_text,1.0000,verified,,,not_detected,2506.13607,pdf_front_matter,medium
U118,research/ref-paper/shared/pdfs/53_graph_rag_for_legal_norms.pdf,graph rag for legal norms,Graph RAG for Legal Norms: A Hierarchical and Temporal Approach,rendered_first_page_text,1.0000,verified,,,not_detected,2505.00039,pdf_front_matter,medium
U119,research/ref-paper/shared/pdfs/55_miprov2_optimizing_instructions_and_demonstrations_2024.pdf,miprov2 optimizing instructions and demonstrations,Optimizing Instructions and Demonstrations for Multi-Stage Language Model Programs,acquisition_metadata_verified_in_pdf,0.7500,verified,,,not_detected,2406.11695,acquisition_url,high
U120,research/ref-paper/shared/pdfs/56_vllm_efficient_memory_management_pagedattention_2023.pdf,vllm efficient memory management pagedattention,Efficient Memory Management for Large Language Model Serving with PagedAttention,acquisition_metadata_verified_in_pdf,0.8000,verified,10.1145/3600006.3613165,pdf_front_matter,medium,2309.06180,acquisition_url,high
U121,research/ref-paper/shared/pdfs/57_awq_activation_aware_weight_quantization_2024.pdf,awq activation aware weight quantization,AWQ: Activation-Aware Weight Quantization for On-Device LLM Compression and Acceleration,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2306.00978,acquisition_url,high
U122,research/ref-paper/shared/pdfs/58_deepseekmath_pushing_limits_mathematical_reasoning_2024.pdf,deepseekmath pushing limits mathematical reasoning,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2402.03300,acquisition_url,high
U123,research/ref-paper/is2/pdfs/02_openthaigpt_1_5_a_thai_centric_2024.pdf,openthaigpt 1 5 a thai centric,OpenThaiGPT 1.5: A Thai-Centric Open Source LLM,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2411.07238,acquisition_url,high
U124,research/ref-paper/is2/pdfs/03_seallms_large_language_models_for_southeast_2024.pdf,seallms large language models for southeast,SeaLLMs: Large Language Models for Southeast Asia,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U125,research/ref-paper/is2/pdfs/04_seallms_3_open_foundation_multilingual_llm_2025.pdf,seallms 3 open foundation multilingual llm,SeaLLMs 3: Open Foundation Multilingual LLM,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U126,research/ref-paper/is2/pdfs/05_sea_lion_southeast_asian_languages_in_2024.pdf,sea lion southeast asian languages in,SEA-LION: Southeast Asian Languages in One Network,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2504.05747,acquisition_url,high
U127,research/ref-paper/is2/pdfs/07_attacut_a_fast_and_accurate_neural_2020.pdf,attacut a fast and accurate neural,AttaCut: A Fast and Accurate Neural Thai Word Segmenter,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,1911.07056,acquisition_url,high
U128,research/ref-paper/is2/pdfs/09_miracl_multilingual_information_retrieval_across_18_2022.pdf,miracl multilingual information retrieval across 18,MIRACL: Multilingual Information Retrieval Across 18 Languages,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2210.09984,acquisition_url,high
U129,research/ref-paper/is2/pdfs/10_neuclirbench_modern_evaluation_for_cross_language_2025.pdf,neuclirbench modern evaluation for cross language,NeuCLIRBench: Modern Evaluation for Cross-Language IR,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2511.14758,acquisition_url,high
U130,research/ref-paper/is2/pdfs/11_efficiently_aligned_cross_lingual_transfer_via_2024.pdf,efficiently aligned cross lingual transfer via,Efficiently Aligned Cross-Lingual Transfer via Prompt-Tuning (EACL 2024),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U131,research/ref-paper/is2/pdfs/14_a_hybrid_llmkg_framework_for_biomedical_2025.pdf,a hybrid llmkg framework for biomedical,A Hybrid LLM–KG Framework for Biomedical QA (LLaMA-3B + Neo4j),acquisition_metadata_verified_in_pdf,0.7500,verified,10.38094/jastt62404,pdf_front_matter,medium,,,not_detected
U132,research/ref-paper/is2/pdfs/22_judging_the_judges_llm_generated_relevance_2025.pdf,judging the judges llm generated relevance,Judging the Judges: LLM-Generated Relevance Judgments (LLMJudge@SIGIR2024),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2502.13908,acquisition_url,high
U133,research/ref-paper/is2/pdfs/23_trec_2024_rag_track_human_vs_2025.pdf,trec 2024 rag track human vs,TREC 2024 RAG Track: Human vs LLM Support Judges,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2504.15205,acquisition_url,high
U134,research/ref-paper/is2/pdfs/24_faithjudge_benchmarking_llm_faithfulness_in_rag_2025.pdf,faithjudge benchmarking llm faithfulness in rag,FaithJudge: Benchmarking LLM Faithfulness in RAG,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2505.04847,acquisition_url,high
U135,research/ref-paper/is2/pdfs/25_bridge_uncovering_missing_relevant_chunks_iclr_2025.pdf,bridge uncovering missing relevant chunks iclr,BRIDGE: Uncovering Missing Relevant Chunks (ICLR 2026),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U136,research/ref-paper/is2/pdfs/26_legalbench_rag_benchmark_for_rag_in_2024.pdf,legalbench rag benchmark for rag in,LegalBench-RAG: Benchmark for RAG in Legal Domain,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2408.10343,acquisition_url,high
U137,research/ref-paper/is2/pdfs/27_a_reasoning_focused_legal_retrieval_benchmark_2025.pdf,a reasoning focused legal retrieval benchmark,A Reasoning-Focused Legal Retrieval Benchmark (CSLAW 2025),acquisition_metadata_verified_in_pdf,1.0000,verified,10.1145/3709025.3712219,pdf_front_matter,medium,,,not_detected
U138,research/ref-paper/is2/pdfs/34_pgvector_open_source_vector_similarity_search_2021.pdf,pgvector open source vector similarity search,Using the Triangle Inequality to Accelerate k-Means,pdfinfo,0.0000,alias_title_mismatch,,,not_detected,,,not_detected
U139,research/ref-paper/is2/pdfs/41_soft_language_prompts_for_language_transfer_2024.pdf,soft language prompts for language transfer,Soft Language Prompts for Language Transfer (EACL 2024),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2407.02317,acquisition_url,high
U140,research/ref-paper/is2/pdfs/43_hybrid_batch_training_for_multilingual_retrieval_2024.pdf,hybrid batch training for multilingual retrieval,Hybrid Batch Training for Multilingual Retrieval (MIRACL),acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U141,research/ref-paper/is2/pdfs/44_survey_of_tasks_datasets_models_in_2024.pdf,survey of tasks datasets models in,"Survey of Tasks, Datasets, Models in Legal NLP",acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2410.21306,acquisition_url,high
U142,research/ref-paper/is2/pdfs/50_trec_2023_neuclir_track_cross_language_2023.pdf,trec 2023 neuclir track cross language,TREC 2023 NeuCLIR Track: Cross-Language Neural Retrieval,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U143,research/ref-paper/is2/pdfs/51_optimizing_legal_information_retrieval_via_cross_2024.pdf,optimizing legal information retrieval via cross,"Beyond Keywords: Optimizing Legal Information Retrieval through Embeddings, Cross-Encoders, and Large Language Models",rendered_title_page_visual_review,1.0000,verified,,,not_detected,,,not_detected
U144,research/ref-paper/is2/pdfs/52_case_aware_llm_as_a_judge_2025.pdf,case aware llm as a judge,Case-Aware LLM-as-a-Judge for Enterprise RAG,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2602.20379,acquisition_url,high
U145,research/ref-paper/is2/pdfs/53_legalbench_measuring_legal_reasoning_in_llms_2023.pdf,legalbench measuring legal reasoning in llms,LegalBench: Measuring Legal Reasoning in LLMs,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2308.11462,acquisition_url,high
U146,research/ref-paper/is2/pdfs/57_medgraphrag_medical_kg_rag_with_evidence_2025.pdf,medgraphrag medical kg rag with evidence,Medical Graph RAG: Towards Safe Medical Large Language Models via Graph Retrieval-Augmented Generation,rendered_first_page_text,0.4000,verified_with_title_variation,,,not_detected,2408.04187,acquisition_url,high
U147,research/ref-paper/is2/pdfs/58_drug_repurposing_via_graph_of_thoughts_2026.pdf,drug repurposing via graph of thoughts,Drug Repurposing via Graph-of-Thoughts (GoT) + PrimeKG,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,,,not_detected
U148,research/ref-paper/is2/pdfs/59_lladr_llm_assisted_biomedical_concept_mapping_2025.pdf,lladr llm assisted biomedical concept mapping,LLaDR: LLM-Assisted Biomedical Concept Mapping for Drug Repurposing,acquisition_metadata_verified_in_pdf,1.0000,verified,,,not_detected,2510.12181,acquisition_url,high
U149,research/ref-paper/is1/dapfam-pdfs/04_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models.pdf,benchmarking patent embeddings a multi task evaluation of 22 models,"Benchmarking Patent Embeddings: A Multi-Task Evaluation of 22 Models Across Retrieval, Classification, and Clustering",rendered_first_page_text,1.0000,verified,,,not_detected,2605.24297,pdf_front_matter,medium
U150,research/ref-paper/structures/_structure_of_a_paper.pdf,structure of a paper,The Structure of an Academic Paper,rendered_first_page_text,1.0000,verified,,,not_detected,,,not_detected
U151,research/ref-paper/is1/pdfs/85_skillopt_lite_better_and_faster_agent.pdf,skillopt lite better and faster agent,SkillOpt-Lite: Better and Faster Agent Self-Evolution via One Line of Vibe,pdfinfo,1.0000,verified,,,not_detected,2607.03451,pdf_front_matter,medium
U152,research/ref-paper/is1/pdfs/86_marginal_advantage_accumulation_for_memory_driven_agent.pdf,marginal advantage accumulation for memory driven agent,Marginal Advantage Accumulation for Memory-Driven Agent Self-Evolution,pdfinfo,1.0000,verified,,,not_detected,2606.20475,pdf_front_matter,medium
U153,research/ref-paper/is1/pdfs/87_skillgrad_optimizing_agent_skills_like_gradient_descent.pdf,skillgrad optimizing agent skills like gradient descent,SkillGrad: Optimizing Agent Skills Like Gradient Descent,pdfinfo,1.0000,verified,,,not_detected,2605.27760,pdf_front_matter,medium
