u_id,legacy_path,sha256,size_bytes,collection,dedup_role,historical_canonical_path,object_path,alias_identity_status
U070,research/ref-paper/is1/pdfs/72_a_prompt_sensitivity_index_for_large_language_models.pdf,5d0729622cd43ff6044f672aff054f231d35b87aed3ca3d6caa6a88af00e0170,1325986,is1,canonical,research/ref-paper/is1/pdfs/72_a_prompt_sensitivity_index_for_large_language_models.pdf,01_evidence/C-tier/U070_posix_a_prompt_sensitivity_index_for_large_language_models.pdf,verified
U071,research/ref-paper/is1/pdfs/73_optimizing_compound_ai_systems.pdf,2cb380e7918e990a19a32f9b6adcba46d8b2ba98987c2844edfba6e11e9fc744,2655019,is1,canonical,research/ref-paper/is1/pdfs/73_optimizing_compound_ai_systems.pdf,01_evidence/B-tier/U071_optimas_optimizing_compound_ai_systems_with_globally_aligned_local_rewar.pdf,verified
U072,research/ref-paper/is1/pdfs/74_compound_ai_systems_optimization.pdf,a75c328d98903847e4cf199a5a0a1abfdb895031d5024532bcdb279d22696310,1688310,is1,canonical,research/ref-paper/is1/pdfs/74_compound_ai_systems_optimization.pdf,01_evidence/C-tier/U072_compound_ai_systems_optimization_a_survey_of_methods_challenges_and_futu.pdf,verified
U073,research/ref-paper/is1/pdfs/75_compiling_declarative_language_model_calls_into_self_improving_pipelines.pdf,5309836325c3a580b6c176242f49f21ca40e413b0acd514e74b67e16bb1b56bc,460814,is1,canonical,research/ref-paper/is1/pdfs/75_compiling_declarative_language_model_calls_into_self_improving_pipelines.pdf,01_evidence/C-tier/U073_dspy_compiling_declarative_language_model_calls_into_self_improving_pipe.pdf,verified
U074,research/ref-paper/is1/pdfs/76_a_gentle_introduction_to_conformal_prediction_and_distribution_free_uncertainty_quantification.pdf,c69aa191d8363c25b36685db4adb7e6980e55ee39892fd3626206c16e1e0efa1,5360733,is1,canonical,research/ref-paper/is1/pdfs/76_a_gentle_introduction_to_conformal_prediction_and_distribution_free_uncertainty_quantification.pdf,01_evidence/B-tier/U074_a_gentle_introduction_to_conformal_prediction_and_distribution_free_unce.pdf,verified
U075,research/ref-paper/is1/pdfs/77_algorithmic_learning_in_a_random_world.pdf,e6d0a764d05784804733bad0c1a98e2e4bb01c693e335ddd3256c45497f30b42,155624,is1,canonical,research/ref-paper/is1/pdfs/77_algorithmic_learning_in_a_random_world.pdf,01_evidence/B-tier/U075_algorithmic_learning_in_a_random_world.pdf,verified
U076,research/ref-paper/is1/pdfs/78_cost_aware_prompt_optimization.pdf,b124700f3361363d403810179a3723cc1c5c821eb588dbfc2cadcc04bad3ee43,4530964,is1,canonical,research/ref-paper/is1/pdfs/78_cost_aware_prompt_optimization.pdf,01_evidence/A-tier/U076_capo_cost_aware_prompt_optimization.pdf,verified
U077,research/ref-paper/is1/pdfs/79_is_it_novel_and_why_fine_grained_patent_novelty_prediction.pdf,6779b63130422fd24eec0ee11f67bcf1ac17af3441a0fbdef530110bddb901a9,1145416,is1,canonical,research/ref-paper/is1/pdfs/79_is_it_novel_and_why_fine_grained_patent_novelty_prediction.pdf,01_evidence/A-tier/U077_is_it_novel_and_why_fine_grained_patent_novelty_prediction_based_on_pass.pdf,verified
U078,research/ref-paper/is1/pdfs/80_benchmarking_patent_embeddings.pdf,56c79ca3d9a04caef120a409c9bdf2f644dbe3170e824fd01f51ec6449ff9205,7305706,is1,canonical,research/ref-paper/is1/pdfs/80_benchmarking_patent_embeddings.pdf,01_evidence/A-tier/U078_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro.pdf,verified
U079,research/ref-paper/is1/pdfs/81_prompt_engineering_evaluation_metrics_for_interpretable_joint.pdf,36b5fe5554b131a2c80319efe7346aa3ceb9485f875b3cf2de9d5b0a709bf9a5,951898,is1,canonical,research/ref-paper/is1/pdfs/81_prompt_engineering_evaluation_metrics_for_interpretable_joint.pdf,01_evidence/C-tier/U079_peem_prompt_engineering_evaluation_metrics_for_interpretable_joint_evalu.pdf,verified
U080,research/ref-paper/is1/pdfs/82_automatic_instruction_prompt_optimization_by_model_itself.pdf,f2effc69f23b6f80bbd48f377ab8a120204fc2a6748a6238585ff17c0e6174d8,3424509,is1,canonical,research/ref-paper/is1/pdfs/82_automatic_instruction_prompt_optimization_by_model_itself.pdf,01_evidence/A-tier/U080_aipo_automatic_instruction_prompt_optimization_by_model_itself_with_grad.pdf,verified
U081,research/ref-paper/is1/pdfs/83_a_benchmark_of_prompts_and_rubrics_for_evaluating_deep_research_agents.pdf,8c2da4367453de7b13d4ef9c30ac3446b40abee8e5124699a0f5e8700380f223,4170647,is1,canonical,research/ref-paper/is1/pdfs/83_a_benchmark_of_prompts_and_rubrics_for_evaluating_deep_research_agents.pdf,01_evidence/C-tier/U081_researchrubrics_a_benchmark_of_prompts_and_rubrics_for_evaluating_deep_r.pdf,verified
U082,research/ref-paper/is1/pdfs/84_skillopt_executive_strategy_for_self_evolving_agent_skills.pdf,87f7f0f323b1671e9202b3ebb1596e909e507c71ecd1b360b0075a5ee1727fe3,879864,is1,canonical,research/ref-paper/is1/pdfs/84_skillopt_executive_strategy_for_self_evolving_agent_skills.pdf,01_evidence/A-tier/U082_skillopt_executive_strategy_for_self_evolving_agent_skills.pdf,verified
U083,research/ref-paper/shared/pdfs/01_beir_a_heterogeneous_benchmark_for_zero_2021.pdf,1925755aeb627123d1a63c66f02e5aa2432f7e92751a02bea7c8c3b6bbb6ec33,2094824,shared,canonical,research/ref-paper/shared/pdfs/01_beir_a_heterogeneous_benchmark_for_zero_2021.pdf,01_evidence/B-tier/U083_beir_a_heterogeneous_benchmark_for_zero_shot_evaluation_of_information_r.pdf,verified
U084,research/ref-paper/shared/pdfs/02_colbertv2_effective_and_efficient_retrieval_via_2022.pdf,46e0a2712eabf9e0b9486120356a2110f65516fa7e0d75c35e9ee3eef9ea78c0,1081592,shared,canonical,research/ref-paper/shared/pdfs/02_colbertv2_effective_and_efficient_retrieval_via_2022.pdf,01_evidence/B-tier/U084_colbertv2_effective_and_efficient_retrieval_via_lightweight_late_interac.pdf,verified
U085,research/ref-paper/shared/pdfs/03_precise_zero_shot_dense_retrieval_without_2023.pdf,dc0ae3c5584ed146beee122e6a9ad9c48547dde048d53e9be8435d8f1d354531,424964,shared,canonical,research/ref-paper/shared/pdfs/03_precise_zero_shot_dense_retrieval_without_2023.pdf,01_evidence/B-tier/U085_precise_zero_shot_dense_retrieval_without_relevance_labels_hyde.pdf,verified
U086,research/ref-paper/shared/pdfs/04_m3_embedding_multi_linguality_multi_functionality_2024.pdf,eb38e53565da260dc1f3d49708f45441936447a7f3c7d7ef025ff62ea3e1e575,754673,shared,canonical,research/ref-paper/shared/pdfs/04_m3_embedding_multi_linguality_multi_functionality_2024.pdf,01_evidence/B-tier/U086_m3_embedding_multi_linguality_multi_functionality_multi_granularity_text.pdf,verified
U087,research/ref-paper/shared/pdfs/05_query_rewriting_for_retrieval_augmented_large_2023.pdf,483472d9ccc633fe649a87f2224a09c717fcfe052c2914c50f8abce5f34dca84,1212451,shared,canonical,research/ref-paper/shared/pdfs/05_query_rewriting_for_retrieval_augmented_large_2023.pdf,01_evidence/B-tier/U087_query_rewriting_for_retrieval_augmented_large_language_models.pdf,verified
U088,research/ref-paper/shared/pdfs/06_reciprocal_rank_fusion_based_hybrid_densesparse_2023.pdf,f6f481e31beca9961600dbd96381d574bcc9716d133b78fe41b665748f4733bc,1071486,shared,canonical,research/ref-paper/shared/pdfs/06_reciprocal_rank_fusion_based_hybrid_densesparse_2023.pdf,01_evidence/B-tier/U088_reciprocal_rank_fusion_based_hybrid_dense_sparse_information_retrieval_r.pdf,verified
U089,research/ref-paper/shared/pdfs/07_nv_embed_improved_techniques_for_training_2024.pdf,54b7f1f28a36dfeed20d7524fca57903c7af4f438c63ae5615aa0b1881c4384a,535252,shared,canonical,research/ref-paper/shared/pdfs/07_nv_embed_improved_techniques_for_training_2024.pdf,01_evidence/B-tier/U089_nv_embed_improved_techniques_for_training_llms_as_generalist_embedding_m.pdf,verified
U090,research/ref-paper/shared/pdfs/09_jina_colbert_v2_a_general_purpose_2024.pdf,7fa81da5d8f69f68e0ead2a96cc5807cd78c0aaac8a1f19778ca27525c16ff47,275808,shared,canonical,research/ref-paper/shared/pdfs/09_jina_colbert_v2_a_general_purpose_2024.pdf,01_evidence/B-tier/U090_jina_colbert_v2_a_general_purpose_multilingual_late_interaction_retrieve.pdf,verified
U016,research/ref-paper/shared/pdfs/10_bmretriever_tuning_llms_as_better_biomedical_2024.pdf,8107e656437557c6e93e76a5de26cd06d7d47cc99e35032c23f857988e66ebca,1056268,shared,duplicate-of:research/ref-paper/is1/pdfs/16_bmretriever_tuning_llms_as_better_biomedical_2024.pdf,research/ref-paper/is1/pdfs/16_bmretriever_tuning_llms_as_better_biomedical_2024.pdf,01_evidence/C-tier/U016_bmretriever_tuning_large_language_models_as_better_biomedical_text_retri.pdf,verified
U091,research/ref-paper/shared/pdfs/11_raptor_recursive_abstractive_processing_for_tree_2024.pdf,01319e2e6e6ecfd504ee1bbda41d023f9e060bd3505ab3c161baa1d6d696cf75,2547113,shared,canonical,research/ref-paper/shared/pdfs/11_raptor_recursive_abstractive_processing_for_tree_2024.pdf,01_evidence/C-tier/U091_raptor_recursive_abstractive_processing_for_tree_organized_retrieval.pdf,verified
U092,research/ref-paper/shared/pdfs/12_from_local_to_global_a_graphrag_2024.pdf,730f1a9f38d16689900969a3eeeb1b31e45eda1dcc1f37a043afa90aff76c867,6893854,shared,canonical,research/ref-paper/shared/pdfs/12_from_local_to_global_a_graphrag_2024.pdf,01_evidence/B-tier/U092_from_local_to_global_a_graphrag_approach_to_query_focused_summarization.pdf,verified
U073,research/ref-paper/shared/pdfs/13_dspy_compiling_declarative_language_model_calls_2023.pdf,5309836325c3a580b6c176242f49f21ca40e413b0acd514e74b67e16bb1b56bc,460814,shared,duplicate-of:research/ref-paper/is1/pdfs/75_compiling_declarative_language_model_calls_into_self_improving_pipelines.pdf,research/ref-paper/is1/pdfs/75_compiling_declarative_language_model_calls_into_self_improving_pipelines.pdf,01_evidence/C-tier/U073_dspy_compiling_declarative_language_model_calls_into_self_improving_pipe.pdf,verified
U093,research/ref-paper/shared/pdfs/14_agentic_retrieval_augmented_generation_a_survey_2025.pdf,e1041580a2fecec215b203f5232d558cd6e2802af3d4f5f04fe8bff5080460f8,14269078,shared,canonical,research/ref-paper/shared/pdfs/14_agentic_retrieval_augmented_generation_a_survey_2025.pdf,01_evidence/B-tier/U093_agentic_retrieval_augmented_generation_a_survey_on_agentic_rag.pdf,verified
U094,research/ref-paper/shared/pdfs/15_interact_rag_elevating_retrieval_augmented_generation_2024.pdf,52210d244a3571b77afc952fce3f83c769ef4df68e41c83398f1bcbcf12243bd,1728532,shared,canonical,research/ref-paper/shared/pdfs/15_interact_rag_elevating_retrieval_augmented_generation_2024.pdf,01_evidence/B-tier/U094_interact_rag_elevating_retrieval_augmented_generation_via_active_corpus.pdf,verified
U095,research/ref-paper/shared/pdfs/16_medgraphrag_graph_based_retrieval_augmented_generation_2025.pdf,75da7f107f4320c00066c50dbc6860c0e4919827cae482d82c217c07b148e58e,17479736,shared,canonical,research/ref-paper/shared/pdfs/16_medgraphrag_graph_based_retrieval_augmented_generation_2025.pdf,01_evidence/B-tier/U095_medgraphrag_graph_based_retrieval_augmented_generation_for_medical_llms.pdf,verified
U096,research/ref-paper/shared/pdfs/17_pubmed_knowledge_graph_2_0_connecting_2025.pdf,3b2a4ee86f919e00e5a37bcdc5a41a854fcf6fee7ba2e20c19533c0e335d8aa0,3910285,shared,canonical,research/ref-paper/shared/pdfs/17_pubmed_knowledge_graph_2_0_connecting_2025.pdf,01_evidence/B-tier/U096_pubmed_knowledge_graph_2_0_connecting_papers_patents_and_clinical_trials.pdf,verified
U097,research/ref-paper/shared/pdfs/18_kgeir_knowledge_graph_enhanced_iterative_reasoning_2025.pdf,6804b1862a5a0616ad46fee040d8a03f6eaef9d0733d69682b5d0a355a2199ff,576458,shared,canonical,research/ref-paper/shared/pdfs/18_kgeir_knowledge_graph_enhanced_iterative_reasoning_2025.pdf,01_evidence/B-tier/U097_kgeir_knowledge_graph_enhanced_iterative_reasoning_for_multi_hop_qa.pdf,verified
U041,research/ref-paper/shared/pdfs/19_nlp_tools_for_pharmaceutical_manufacturing_information_2025.pdf,f8dd4d60bd2ad79324d33e337a86fd6495c7253046f3bd8e4af8548250a79d33,1052440,shared,duplicate-of:research/ref-paper/is1/pdfs/42_natural_language_processing_tools_for_pharmaceutical_2025.pdf,research/ref-paper/is1/pdfs/42_natural_language_processing_tools_for_pharmaceutical_2025.pdf,01_evidence/C-tier/U041_natural_language_processing_nlp_tools_for_pharmaceutical_manufacturing_i.pdf,verified
U098,research/ref-paper/shared/pdfs/20_named_entity_recognition_of_pharmacokinetic_parameters_2024.pdf,06a33f3104e1514429cab38e9a410abea56f20728b3d5dd76c6b311864ba4910,1288691,shared,canonical,research/ref-paper/shared/pdfs/20_named_entity_recognition_of_pharmacokinetic_parameters_2024.pdf,01_evidence/C-tier/U098_named_entity_recognition_of_pharmacokinetic_parameters_in_pharmaceutical.pdf,verified
U099,research/ref-paper/shared/pdfs/21_benchmarking_llm_faithfulness_in_rag_with_2025.pdf,bcd00775beb4588e0b7e211c91ffe2a49298bf19b0339dd94c212bab8c3957cf,365731,shared,canonical,research/ref-paper/shared/pdfs/21_benchmarking_llm_faithfulness_in_rag_with_2025.pdf,01_evidence/B-tier/U099_benchmarking_llm_faithfulness_in_rag_with_evolving_leaderboards_faithjud.pdf,verified
U100,research/ref-paper/shared/pdfs/22_hallugraph_auditable_hallucination_detection_for_legal_2025.pdf,c14450394f85b53f3e3cdf2746f9e4f48efba7c895ab1af591607938ec066a4b,228332,shared,canonical,research/ref-paper/shared/pdfs/22_hallugraph_auditable_hallucination_detection_for_legal_2025.pdf,01_evidence/B-tier/U100_hallugraph_auditable_hallucination_detection_for_legal_rag_via_knowledge.pdf,verified
U101,research/ref-paper/shared/pdfs/23_typhoon_thai_large_language_models_7b_2023.pdf,b9161f4b088b19efaf7cb573b85c163e8361d26c78a71c7b706acbf0e47b0e0d,299760,shared,canonical,research/ref-paper/shared/pdfs/23_typhoon_thai_large_language_models_7b_2023.pdf,01_evidence/B-tier/U101_typhoon_thai_large_language_models_7b.pdf,verified
U102,research/ref-paper/shared/pdfs/24_nitibench_a_comprehensive_study_of_llm_2025.pdf,bce607dec5791b8dec916ed010c9a2538fa4af63982ea07bab005e7ee73c8bda,1946454,shared,canonical,research/ref-paper/shared/pdfs/24_nitibench_a_comprehensive_study_of_llm_2025.pdf,01_evidence/B-tier/U102_nitibench_a_comprehensive_study_of_llm_framework_capabilities_for_thai_l.pdf,verified
U103,research/ref-paper/shared/pdfs/26_survey_on_thai_nlp_language_resources_2022.pdf,d9de9a71ff149b9dd8cc2811da88c51b94f1cf8bdc21cd32854ce4be472d2888,538199,shared,canonical,research/ref-paper/shared/pdfs/26_survey_on_thai_nlp_language_resources_2022.pdf,01_evidence/B-tier/U103_survey_on_thai_nlp_language_resources_and_tools.pdf,verified
U104,research/ref-paper/shared/pdfs/27_agent_mediated_dialogic_framework_for_query_2025.pdf,74e000a9268c673c880ef1247b17499bf4db9ea80a65c6f4482e50b8afde2584,1806114,shared,canonical,research/ref-paper/shared/pdfs/27_agent_mediated_dialogic_framework_for_query_2025.pdf,01_evidence/B-tier/U104_agent_mediated_dialogic_framework_for_query_expansion_amd_socratic_dialo.pdf,verified
U105,research/ref-paper/shared/pdfs/28_dmqr_rag_diverse_multi_query_rewriting_2024.pdf,952ef77f31522d3c6837a37aeb3623fb83c52c5c669fde50504c316493da7337,4241296,shared,canonical,research/ref-paper/shared/pdfs/28_dmqr_rag_diverse_multi_query_rewriting_2024.pdf,01_evidence/B-tier/U105_dmqr_rag_diverse_multi_query_rewriting_for_retrieval_augmented_generatio.pdf,verified
U106,research/ref-paper/shared/pdfs/29_collab_rag_boosting_retrieval_augmented_generation_2025.pdf,999733e5b581b0f95d40638a77b331e4cf88a4e1f794bfbbcd8c25fc4737899f,623135,shared,canonical,research/ref-paper/shared/pdfs/29_collab_rag_boosting_retrieval_augmented_generation_2025.pdf,01_evidence/B-tier/U106_collab_rag_boosting_retrieval_augmented_generation_for_complex_question.pdf,verified
U034,research/ref-paper/shared/pdfs/30_a_survey_on_patent_analysis_from_2024.pdf,94b2ef789464ff2c35599f0cc8399d4710dc8697317fc068723f9841f1676f17,1023191,shared,duplicate-of:research/ref-paper/is1/pdfs/34_a_survey_on_patent_analysis_from_2024.pdf,research/ref-paper/is1/pdfs/34_a_survey_on_patent_analysis_from_2024.pdf,01_evidence/A-tier/U034_a_survey_on_patent_analysis_from_nlp_to_multimodal_ai.pdf,verified
U107,research/ref-paper/shared/pdfs/31_roserag_robust_retrieval_augmented_generation_with_2025.pdf,029f0085a205644c224ac7287d1027e5a8f5905ad47fe5e41c5e3e2b852ae1ad,811128,shared,canonical,research/ref-paper/shared/pdfs/31_roserag_robust_retrieval_augmented_generation_with_2025.pdf,01_evidence/B-tier/U107_roserag_robust_retrieval_augmented_generation_with_small_scale_llms_via.pdf,verified
U108,research/ref-paper/shared/pdfs/32_qwen3_technical_report_thinking_non_thinking_2025.pdf,84a5e2b1fa04bb774bf12ae606d1e6d9dd2147ed2ebe78a4cfeb91ba380ffdd5,779424,shared,canonical,research/ref-paper/shared/pdfs/32_qwen3_technical_report_thinking_non_thinking_2025.pdf,01_evidence/B-tier/U108_qwen3_technical_report.pdf,verified
U109,research/ref-paper/shared/pdfs/35_finreflectkg_multihop_financial_qa_benchmark_for_2025.pdf,c8465346b6321cf54646d28e017ad929c5d85850dfd1c89340ae5ad9680f744f,1503703,shared,canonical,research/ref-paper/shared/pdfs/35_finreflectkg_multihop_financial_qa_benchmark_for_2025.pdf,01_evidence/B-tier/U109_finreflectkg_multihop_financial_qa_benchmark_for_reasoning_with_kg_evide.pdf,verified
U110,research/ref-paper/shared/pdfs/36_a_survey_of_biomedical_knowledge_graph_2025.pdf,8a533f93664647c3b23c052b32cff6328cacbb2b67c9a08ca06aa97cb6620765,309644,shared,canonical,research/ref-paper/shared/pdfs/36_a_survey_of_biomedical_knowledge_graph_2025.pdf,01_evidence/N-tier/U110_icd_10_pcs_official_guidelines_for_coding_and_reporting_2023.pdf,alias_title_mismatch
U111,research/ref-paper/shared/pdfs/37_e5_mistral_text_embeddings_by_weakly_2024.pdf,e85895a3ef23f6685d1831a1dd1dd14efc5c704d7d9bc734216b2318163af340,3191352,shared,canonical,research/ref-paper/shared/pdfs/37_e5_mistral_text_embeddings_by_weakly_2024.pdf,01_evidence/N-tier/U111_large_language_models_are_better_reasoners_with_self_verification.pdf,alias_title_mismatch
U112,research/ref-paper/shared/pdfs/39_recent_advances_in_named_entity_recognition_2024.pdf,c7b72d3f1d699da87ab65ead92a97c4bc0a97bc293f3611f9fbf6c57f3e2c398,3171176,shared,canonical,research/ref-paper/shared/pdfs/39_recent_advances_in_named_entity_recognition_2024.pdf,01_evidence/C-tier/U112_recent_advances_in_named_entity_recognition_a_comprehensive_survey.pdf,verified
U113,research/ref-paper/shared/pdfs/41_clirudit_cross_lingual_information_retrieval_of_2025.pdf,fa71a2e9afae5bf9434e3ff723ecddd199c0981751c0476ca8a2df9f1e6cbd77,390283,shared,canonical,research/ref-paper/shared/pdfs/41_clirudit_cross_lingual_information_retrieval_of_2025.pdf,01_evidence/B-tier/U113_clirudit_cross_lingual_information_retrieval_of_scientific_documents.pdf,verified
U013,research/ref-paper/shared/pdfs/42_section_based_patent_summarization_for_prior_2025.pdf,39aacd435c9acc78a744b6e818b142e5ff76cd2ab40fedf8ac371da6891d3214,3259965,shared,duplicate-of:research/ref-paper/is1/pdfs/13_patent_representation_learning_via_self_supervision_2025.pdf,research/ref-paper/is1/pdfs/13_patent_representation_learning_via_self_supervision_2025.pdf,01_evidence/A-tier/U013_patent_representation_learning_via_self_supervision.pdf,alias_title_mismatch
U114,research/ref-paper/shared/pdfs/43_ai_powered_freedom_to_operate_streamlining_2025.pdf,b53dc9935f8ca3d8233dfe8867f58b888df340510cb5460a26d581ab18188f60,135432,shared,canonical,research/ref-paper/shared/pdfs/43_ai_powered_freedom_to_operate_streamlining_2025.pdf,01_evidence/N-tier/U114_new_artificial_intelligence_functionality_in_pe2e_search.pdf,alias_title_mismatch
U115,research/ref-paper/shared/pdfs/46_patent_trends_in_medical_devices_for_2025.pdf,bd1513bce96d0871561f325b8d0294dfb84562a6f77cde5d7658966acb1add39,8077863,shared,canonical,research/ref-paper/shared/pdfs/46_patent_trends_in_medical_devices_for_2025.pdf,01_evidence/N-tier/U115_trademark_guide_in_thailand.pdf,alias_title_mismatch
U116,research/ref-paper/shared/pdfs/47_diverse_augmentation_from_large_language_models_2025.pdf,66223cee6c9baa0726af956d295ce9fc4c025d66280b4d367d840c9f89e1bfd2,620926,shared,canonical,research/ref-paper/shared/pdfs/47_diverse_augmentation_from_large_language_models_2025.pdf,01_evidence/C-tier/U116_diverse_augmentation_from_large_language_models_to_smaller_models_for_ef.pdf,verified
U086,research/ref-paper/shared/pdfs/48_bge_reranker_v2_multi_granularity_cross_2024.pdf,eb38e53565da260dc1f3d49708f45441936447a7f3c7d7ef025ff62ea3e1e575,754673,shared,duplicate-of:research/ref-paper/shared/pdfs/04_m3_embedding_multi_linguality_multi_functionality_2024.pdf,research/ref-paper/shared/pdfs/04_m3_embedding_multi_linguality_multi_functionality_2024.pdf,01_evidence/B-tier/U086_m3_embedding_multi_linguality_multi_functionality_multi_granularity_text.pdf,verified_with_title_variation
U117,research/ref-paper/shared/pdfs/51_tree_based_text_retrieval_via_hierarchical_clustering.pdf,059fc7565b86ff487669bcab4b5b002076fa8d4e2f6989fb1736520164b6115d,1003816,shared,canonical,research/ref-paper/shared/pdfs/51_tree_based_text_retrieval_via_hierarchical_clustering.pdf,01_evidence/B-tier/U117_tree_based_text_retrieval_via_hierarchical_clustering_in_rag_frameworks.pdf,verified
U085,research/ref-paper/shared/pdfs/52_precise_zero_shot_dense_retrieval_without_relevance_labels.pdf,dc0ae3c5584ed146beee122e6a9ad9c48547dde048d53e9be8435d8f1d354531,424964,shared,duplicate-of:research/ref-paper/shared/pdfs/03_precise_zero_shot_dense_retrieval_without_2023.pdf,research/ref-paper/shared/pdfs/03_precise_zero_shot_dense_retrieval_without_2023.pdf,01_evidence/B-tier/U085_precise_zero_shot_dense_retrieval_without_relevance_labels_hyde.pdf,verified
U118,research/ref-paper/shared/pdfs/53_graph_rag_for_legal_norms.pdf,4b276d36ca3eed305cf22ac2d00ee29f2419a1d5424430d25af160c9592ff3eb,2364490,shared,canonical,research/ref-paper/shared/pdfs/53_graph_rag_for_legal_norms.pdf,01_evidence/B-tier/U118_graph_rag_for_legal_norms_a_hierarchical_and_temporal_approach.pdf,verified
U058,research/ref-paper/shared/pdfs/54_gepa_reflective_prompt_evolution_can_outperform_rl_2026.pdf,ab3a5139bac83f192ad67529368d77b84b0d807e95a8e4fd0daa8d45fd046bec,2975112,shared,duplicate-of:research/ref-paper/is1/pdfs/59_gepa_reflective_prompt_evolution_can_outperform_2026.pdf,research/ref-paper/is1/pdfs/59_gepa_reflective_prompt_evolution_can_outperform_2026.pdf,01_evidence/A-tier/U058_gepa_reflective_prompt_evolution_can_outperform_reinforcement_learning.pdf,verified
U119,research/ref-paper/shared/pdfs/55_miprov2_optimizing_instructions_and_demonstrations_2024.pdf,f00093af256c7b3e5168c2e98fbb8c4847232a8838c91baad4540cb4f19c91f7,1616047,shared,canonical,research/ref-paper/shared/pdfs/55_miprov2_optimizing_instructions_and_demonstrations_2024.pdf,01_evidence/A-tier/U119_optimizing_instructions_and_demonstrations_for_multi_stage_language_mode.pdf,verified
U120,research/ref-paper/shared/pdfs/56_vllm_efficient_memory_management_pagedattention_2023.pdf,55b3b324d779a67c59dac2519445e3b07c14e6ff5c656fadb47a3d7b5997469e,1459631,shared,canonical,research/ref-paper/shared/pdfs/56_vllm_efficient_memory_management_pagedattention_2023.pdf,01_evidence/C-tier/U120_efficient_memory_management_for_large_language_model_serving_with_pageda.pdf,verified
U121,research/ref-paper/shared/pdfs/57_awq_activation_aware_weight_quantization_2024.pdf,6e35c8fe7af1f18a5c48dd2524629d859a2013a91d4b3666b554705287a17764,19804976,shared,canonical,research/ref-paper/shared/pdfs/57_awq_activation_aware_weight_quantization_2024.pdf,01_evidence/C-tier/U121_awq_activation_aware_weight_quantization_for_on_device_llm_compression_a.pdf,verified
U122,research/ref-paper/shared/pdfs/58_deepseekmath_pushing_limits_mathematical_reasoning_2024.pdf,6cc20b3c5b8d25b8b53868fc4ec1792c144f07d67bdf7395138efd4422197e7b,1844642,shared,canonical,research/ref-paper/shared/pdfs/58_deepseekmath_pushing_limits_mathematical_reasoning_2024.pdf,01_evidence/C-tier/U122_deepseekmath_pushing_the_limits_of_mathematical_reasoning_in_open_langua.pdf,verified
U101,research/ref-paper/is2/pdfs/01_typhoon_thai_large_language_models_2023.pdf,b9161f4b088b19efaf7cb573b85c163e8361d26c78a71c7b706acbf0e47b0e0d,299760,is2,duplicate-of:research/ref-paper/shared/pdfs/23_typhoon_thai_large_language_models_7b_2023.pdf,research/ref-paper/shared/pdfs/23_typhoon_thai_large_language_models_7b_2023.pdf,01_evidence/B-tier/U101_typhoon_thai_large_language_models_7b.pdf,verified
U123,research/ref-paper/is2/pdfs/02_openthaigpt_1_5_a_thai_centric_2024.pdf,12024560d3be8dcd486e96e402dd114565a5b4d73d263148b196168c5f7f84fd,138960,is2,canonical,research/ref-paper/is2/pdfs/02_openthaigpt_1_5_a_thai_centric_2024.pdf,01_evidence/B-tier/U123_openthaigpt_1_5_a_thai_centric_open_source_llm.pdf,verified
U124,research/ref-paper/is2/pdfs/03_seallms_large_language_models_for_southeast_2024.pdf,33734dfa7a467bca725bcd9829bde98a6e88e72223d026cc78b35c61b1156896,2812175,is2,canonical,research/ref-paper/is2/pdfs/03_seallms_large_language_models_for_southeast_2024.pdf,01_evidence/C-tier/U124_seallms_large_language_models_for_southeast_asia.pdf,verified
U125,research/ref-paper/is2/pdfs/04_seallms_3_open_foundation_multilingual_llm_2025.pdf,c4d3bf5d727d815a3498e2eee95022274bf8b60ee0703a8ac10f56f4d4b175d7,536935,is2,canonical,research/ref-paper/is2/pdfs/04_seallms_3_open_foundation_multilingual_llm_2025.pdf,01_evidence/C-tier/U125_seallms_3_open_foundation_multilingual_llm.pdf,verified
U126,research/ref-paper/is2/pdfs/05_sea_lion_southeast_asian_languages_in_2024.pdf,dab4619bd59320fd55b07efa58258447efaedd2059a6afb0a93a8a155cca1b56,2432004,is2,canonical,research/ref-paper/is2/pdfs/05_sea_lion_southeast_asian_languages_in_2024.pdf,01_evidence/C-tier/U126_sea_lion_southeast_asian_languages_in_one_network.pdf,verified
U127,research/ref-paper/is2/pdfs/07_attacut_a_fast_and_accurate_neural_2020.pdf,847942b6a9aea84ea7a7ce52153b6aeac222f4383d457d41a36a020c7b00876d,558342,is2,canonical,research/ref-paper/is2/pdfs/07_attacut_a_fast_and_accurate_neural_2020.pdf,01_evidence/C-tier/U127_attacut_a_fast_and_accurate_neural_thai_word_segmenter.pdf,verified
U128,research/ref-paper/is2/pdfs/09_miracl_multilingual_information_retrieval_across_18_2022.pdf,f09d9a8bfd7ffdef3e178c72b8cb7589f6a59c5c98e730c6c8799515ccde1707,570588,is2,canonical,research/ref-paper/is2/pdfs/09_miracl_multilingual_information_retrieval_across_18_2022.pdf,01_evidence/B-tier/U128_miracl_multilingual_information_retrieval_across_18_languages.pdf,verified
