u_id,sha256,size_bytes,collection,record_type,verified_title,title_source,identity_status,title_token_overlap,doi,doi_source,doi_confidence,arxiv_id,arxiv_source,arxiv_confidence,page_count,tier,source_url,acquired_from,legacy_primary_alias,object_path,digest_path
U044,aae47b8271fe2b0660f8a3621393333c13b05851f15e959e000c58839b9e7ab2,1734228,is1,paper,ChatGPT vs. Google Gemini: Assessing AI Frontiers for Patent Prior Art Search Using European Search Reports,first_page_text,verified_with_title_variation,0.5833,,,not_detected,,,not_detected,12,A,https://ceur-ws.org/Vol-3697/paper2.pdf,https://ceur-ws.org/Vol-3697/paper2.pdf,research/ref-paper/is1/pdfs/45_closed_frontier_models_for_patent_prior_art_2024.pdf,01_evidence/A-tier/U044_chatgpt_vs_google_gemini_assessing_ai_frontiers_for_patent_prior_art_sea.pdf,01_evidence/literature/validated-digests/U044_chatgpt_vs_google_gemini_assessing_ai_frontiers_for_patent_prior_art_sea_digest.md
U045,90dc3724e0dac7a5b645eae0a52151ad50897db53343f7a48c1645b6a32a5d1b,1558054,is1,paper,Intermediate Domain Alignment for Patent-Product Image Retrieval (IDAMA),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,23,A,https://openreview.net/forum?id=vE98S8BmzP,https://openreview.net/pdf?id=vE98S8BmzP,research/ref-paper/is1/pdfs/46_intermediate_domain_alignment_for_patent_product_2024.pdf,01_evidence/A-tier/U045_intermediate_domain_alignment_for_patent_product_image_retrieval_idama.pdf,01_evidence/literature/validated-digests/U045_intermediate_domain_alignment_for_patent_product_image_retrieval_idama_digest.md
U046,b405a9444717795e2791767f438f56d938a3bd98ddaf3e593ea37a5f01e11cab,5932417,is1,paper,Large Language Model Informed Patent Image Retrieval (Multimodal Distribution-Aware),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2405.01775,acquisition_url,high,10,A,https://arxiv.org/abs/2405.01775,https://ceur-ws.org/Vol-3775/paper11.pdf,research/ref-paper/is1/pdfs/47_large_language_model_informed_patent_image_2024.pdf,01_evidence/A-tier/U046_large_language_model_informed_patent_image_retrieval_multimodal_distribu.pdf,01_evidence/literature/validated-digests/U046_large_language_model_informed_patent_image_retrieval_multimodal_distribu_digest.md
U047,41c973d35288702ee572061d7d35bfbd55e5267fa76ab03c7bf7790be81c9d9d,167465,is1,paper,Prior Art Retrieval using Patent Sections (CLEF-IP 2010 – Dhondt et al.),acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8182,,,not_detected,,,not_detected,6,A,https://ceur-ws.org/Vol-1176/CLEF2010wn-CLEF-IP-DhondtEt2010.pdf,https://ceur-ws.org/Vol-1176/CLEF2010wn-CLEF-IP-DhondtEt2010.pdf,research/ref-paper/is1/pdfs/48_prior_art_retrieval_using_patent_sections_2010.pdf,01_evidence/A-tier/U047_prior_art_retrieval_using_patent_sections_clef_ip_2010_dhondt_et_al.pdf,01_evidence/literature/validated-digests/U047_prior_art_retrieval_using_patent_sections_clef_ip_2010_dhondt_et_al_digest.md
U048,1248bb844e415db2dfb029ec429218606183427460f0acef864313a090c3017c,1370260,is1,paper,Hierarchical Multi-Positive Contrastive Learning for Patent Image Retrieval (DeepPatent2),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2506.13496,acquisition_url,high,5,A,https://arxiv.org/abs/2506.13496,https://arxiv.org/pdf/2506.13496,research/ref-paper/is1/pdfs/49_hierarchical_multi_positive_contrastive_learning_for_2025.pdf,01_evidence/A-tier/U048_hierarchical_multi_positive_contrastive_learning_for_patent_image_retrie.pdf,01_evidence/literature/validated-digests/U048_hierarchical_multi_positive_contrastive_learning_for_patent_image_retrie_digest.md
U049,b9a6db6b10c10439cc5f5119f3e6c0e8a44f41c250d6e9125ccd3f6c00c472c3,1313297,is1,paper,Citation-Driven Multi-View Training for Patent Embeddings: QaECTER and Sophia-Bench,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2604.22897,acquisition_url,high,17,A,https://arxiv.org/abs/2604.22897,human-provided:2604.22897v1.pdf,research/ref-paper/is1/pdfs/50_citation_driven_multi_view_training_for_2026.pdf,01_evidence/A-tier/U049_citation_driven_multi_view_training_for_patent_embeddings_qaecter_and_so.pdf,01_evidence/literature/validated-digests/U049_citation_driven_multi_view_training_for_patent_embeddings_qaecter_and_so_digest.md
U050,9e0b48fff3b045e80795ba00d2cb3ee64c383c53348e523bbd9d1b0b2d85a677,4460551,is1,paper,Patent Language Model Pretraining with ModernBERT,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2509.14926,acquisition_url,high,16,A,https://arxiv.org/abs/2509.14926,human-provided:2509.14926v3.pdf,research/ref-paper/is1/pdfs/51_patent_language_model_pretraining_with_modernbert_2025.pdf,01_evidence/A-tier/U050_patent_language_model_pretraining_with_modernbert.pdf,01_evidence/literature/validated-digests/U050_patent_language_model_pretraining_with_modernbert_digest.md
U051,e669433386ebff350d54575f710889cb090f5077a406c623bff98d0b8e23b56d,3746080,is1,paper,Towards efficient patent analysis: A large language model and BERT-refined methodology for keyphrase extraction,acquisition_metadata_verified_in_pdf,verified,1.0000,10.1016/j.wpi.2026.102435,acquisition_url,high,,,not_detected,16,A,https://doi.org/10.1016/j.wpi.2026.102435,human-provided:1-s2.0-S0172219026000104-main.pdf,research/ref-paper/is1/pdfs/52_towards_efficient_patent_analysis_a_large_2026.pdf,01_evidence/A-tier/U051_towards_efficient_patent_analysis_a_large_language_model_and_bert_refine.pdf,01_evidence/literature/validated-digests/U051_towards_efficient_patent_analysis_a_large_language_model_and_bert_refine_digest.md
U052,ddac13574791a286a2685fe68b41c207638c376201a54e9598e73068fd3978ee,1035166,is1,paper,Standard Applicability Judgment and Cross-jurisdictional Reasoning: A RAG-based Framework for Medical Device Compliance,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2506.18511,acquisition_url,high,25,B,https://arxiv.org/abs/2506.18511,human-provided:2506.18511v1.pdf,research/ref-paper/is1/pdfs/53_standard_applicability_judgment_and_cross_jurisdictional_2025.pdf,01_evidence/B-tier/U052_standard_applicability_judgment_and_cross_jurisdictional_reasoning_a_rag.pdf,01_evidence/literature/validated-digests/U052_standard_applicability_judgment_and_cross_jurisdictional_reasoning_a_rag_digest.md
U053,a35442c3b311139c4bd1ece09792336fcaefb7eb7b5a18de494e89c85a75b299,7715686,is1,paper,"Intelligent Chinese patent medicine (CPM) recommendation framework: Integrating large language models, retrieval-augmented generation, and the largest CPM dataset",acquisition_metadata_verified_in_pdf,verified,1.0000,10.1016/j.phrs.2025.107883,acquisition_url,high,,,not_detected,14,A,https://doi.org/10.1016/j.phrs.2025.107883,human-provided:1-s2.0-S1043661825003081-main.pdf,research/ref-paper/is1/pdfs/54_intelligent_chinese_patent_medicine_recommendation_framework_2025.pdf,01_evidence/A-tier/U053_intelligent_chinese_patent_medicine_cpm_recommendation_framework_integra.pdf,01_evidence/literature/validated-digests/U053_intelligent_chinese_patent_medicine_cpm_recommendation_framework_integra_digest.md
U054,9080ed18d345d167e99004dc20123932658dbf4a493ccfacc41a0e17ddfe8ed2,1174943,is1,paper,Research on the Global Patent Trend of Artificial Intelligence Medical Device,acquisition_metadata_verified_in_pdf,verified,1.0000,10.2991/978-94-6463-010-7_18,acquisition_url,high,,,not_detected,12,A,https://doi.org/10.2991/978-94-6463-010-7_18,human-provided:125977077.pdf,research/ref-paper/is1/pdfs/55_research_on_the_global_patent_trend_2023.pdf,01_evidence/A-tier/U054_research_on_the_global_patent_trend_of_artificial_intelligence_medical_d.pdf,01_evidence/literature/validated-digests/U054_research_on_the_global_patent_trend_of_artificial_intelligence_medical_d_digest.md
U055,ea18b753e00420d66f1a26c6d2b372f6dc542a695d6206a383b8fe2f379c60a8,1718584,is1,paper,Improving Retrieval-Augmented Generation in Medicine with Iterative Follow-up Questions,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2408.00727,acquisition_url,high,16,B,https://arxiv.org/abs/2408.00727,human-provided:2408.00727v3.pdf,research/ref-paper/is1/pdfs/56_improving_retrieval_augmented_generation_in_medicine_2024.pdf,01_evidence/B-tier/U055_improving_retrieval_augmented_generation_in_medicine_with_iterative_foll.pdf,01_evidence/literature/validated-digests/U055_improving_retrieval_augmented_generation_in_medicine_with_iterative_foll_digest.md
U056,1343ea48ad7ad8af9f63083701376d1c16aa4c058d261a6e52dc5b9f3455695f,310266,is1,paper,An automatic patent literature retrieval system based on LLM-RAG,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2508.14064,acquisition_url,high,7,A,https://arxiv.org/abs/2508.14064,human-provided:2508.14064v1.pdf,research/ref-paper/is1/pdfs/57_an_automatic_patent_literature_retrieval_system_2025.pdf,01_evidence/A-tier/U056_an_automatic_patent_literature_retrieval_system_based_on_llm_rag.pdf,01_evidence/literature/validated-digests/U056_an_automatic_patent_literature_retrieval_system_based_on_llm_rag_digest.md
U057,0187f3cc3d5288c16a3b1a741202094646a734ff98e4d4dbe3eb4c49253f1282,1758664,is1,paper,PAI-NET: Retrieval Augmented Generation Patent Network using Prior Art Information,acquisition_metadata_verified_in_pdf,verified,1.0000,10.20944/preprints202502.1615.v1,acquisition_url,high,,,not_detected,17,A,https://doi.org/10.20944/preprints202502.1615.v1,human-provided:preprints202502.1615.v1.pdf,research/ref-paper/is1/pdfs/58_pai_net_retrieval_augmented_generation_patent_2025.pdf,01_evidence/A-tier/U057_pai_net_retrieval_augmented_generation_patent_network_using_prior_art_in.pdf,01_evidence/literature/validated-digests/U057_pai_net_retrieval_augmented_generation_patent_network_using_prior_art_in_digest.md
U058,ab3a5139bac83f192ad67529368d77b84b0d807e95a8e4fd0daa8d45fd046bec,2975112,is1,paper,GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning,acquisition_metadata_verified_in_pdf,verified_with_title_variation,0.8750,,,not_detected,2507.19457,acquisition_url,high,96,A,https://arxiv.org/abs/2507.19457,human-provided:2507.19457v2.pdf,research/ref-paper/is1/pdfs/59_gepa_reflective_prompt_evolution_can_outperform_2026.pdf,01_evidence/A-tier/U058_gepa_reflective_prompt_evolution_can_outperform_reinforcement_learning.pdf,01_evidence/literature/validated-digests/U058_gepa_reflective_prompt_evolution_can_outperform_reinforcement_learning_digest.md
U059,3a2ca388b4a2fb17e58551f1a77b2c7decbbf6767255382cfa2d9e435c7a7e70,849174,is1,paper,Is ChatGPT Good at Search? Investigating Large Language Models as Re-Ranking Agents,rendered_first_page_text,verified,1.0000,,,not_detected,2304.09542,acquisition_url,high,20,B,https://arxiv.org/abs/2304.09542,https://arxiv.org/pdf/2304.09542,research/ref-paper/is1/pdfs/60__rankgpt_chatgpt_search_reranking_2023.pdf,01_evidence/B-tier/U059_is_chatgpt_good_at_search_investigating_large_language_models_as_re_rank.pdf,01_evidence/literature/validated-digests/U059_is_chatgpt_good_at_search_investigating_large_language_models_as_re_rank_digest.md
U060,aa198a0df997f39ecd064670ed17f62b22fc567502890832ba1206de99be464b,297472,is1,paper,RankZephyr: Effective and Robust Zero-Shot Listwise Reranking is a Breeze!,rendered_first_page_text,verified,1.0000,,,not_detected,2312.02724,acquisition_url,high,14,B,https://arxiv.org/abs/2312.02724,https://arxiv.org/pdf/2312.02724,research/ref-paper/is1/pdfs/61__rankzephyr_zero_shot_listwise_reranking_2023.pdf,01_evidence/B-tier/U060_rankzephyr_effective_and_robust_zero_shot_listwise_reranking_is_a_breeze.pdf,01_evidence/literature/validated-digests/U060_rankzephyr_effective_and_robust_zero_shot_listwise_reranking_is_a_breeze_digest.md
U061,fca02e77ff691f6de93cc21bfd5dfc56ea925b73c25f3e8dee50a1b67df67296,505908,is1,paper,FIRST faster listwise reranking with single token decoding,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,11,B,https://aclanthology.org/2024.emnlp-main.491/,https://aclanthology.org/2024.emnlp-main.491.pdf,research/ref-paper/is1/pdfs/62__first_faster_listwise_reranking_single_token_decoding_2024.pdf,01_evidence/B-tier/U061_first_faster_listwise_reranking_with_single_token_decoding.pdf,01_evidence/literature/validated-digests/U061_first_faster_listwise_reranking_with_single_token_decoding_digest.md
U062,4c8ff39e0748759e036f89ddf2549f1ed160c38964b832133ac56685450bd563,428430,is1,paper,Rank-DistiLLM cross-encoder distillation,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2405.07920,acquisition_url,high,12,C,https://arxiv.org/abs/2405.07920,https://arxiv.org/pdf/2405.07920,research/ref-paper/is1/pdfs/63__rank_distillm_cross_encoder_distillation_2024.pdf,01_evidence/C-tier/U062_rank_distillm_cross_encoder_distillation.pdf,01_evidence/literature/validated-digests/U062_rank_distillm_cross_encoder_distillation_digest.md
U063,9edc0971af4f8fb32f06604ce95da556d36bdc1074a04801e0a6748ee292d304,597765,is1,paper,Rank-without-GPT: Building GPT-Independent Listwise Rerankers on Open-Source Large Language Models,rendered_first_page_text,verified,0.2000,,,not_detected,2312.02969,acquisition_url,high,21,B,https://arxiv.org/abs/2312.02969,https://arxiv.org/pdf/2312.02969,research/ref-paper/is1/pdfs/64__format_robust_reranking_open_llms_2023.pdf,01_evidence/B-tier/U063_rank_without_gpt_building_gpt_independent_listwise_rerankers_on_open_sou.pdf,01_evidence/literature/validated-digests/U063_rank_without_gpt_building_gpt_independent_listwise_rerankers_on_open_sou_digest.md
U064,8defa5deb51e7f0adaa7d7fee920c47671e5f88163ff6513616f91b2deaf59a9,672603,is1,paper,Guiding Retrieval with LLM Listwise Rankers,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2501.09186,acquisition_url,high,16,B,https://arxiv.org/abs/2501.09186,https://arxiv.org/pdf/2501.09186,research/ref-paper/is1/pdfs/65__guiding_retrieval_llm_listwise_rankers_2025.pdf,01_evidence/B-tier/U064_guiding_retrieval_with_llm_listwise_rankers.pdf,01_evidence/literature/validated-digests/U064_guiding_retrieval_with_llm_listwise_rankers_digest.md
U065,b4162f38101db7511e6292a2577c66514c757824ddd21f8426a6276485355e81,4085477,is1,paper,APE Automatic Prompt Engineer,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2211.01910,acquisition_url,high,43,C,https://arxiv.org/abs/2211.01910,https://arxiv.org/pdf/2211.01910,research/ref-paper/is1/pdfs/66__automatic_prompt_engineer_ape_2022.pdf,01_evidence/C-tier/U065_ape_automatic_prompt_engineer.pdf,01_evidence/literature/validated-digests/U065_ape_automatic_prompt_engineer_digest.md
U066,9cbfd5c78ad69e2a8363e76d6774f3e6b5e68f46b409d8b560e98276a985b428,1336878,is1,paper,TextGrad automatic differentiation via text,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2406.07496,acquisition_url,high,41,A,https://arxiv.org/abs/2406.07496,https://arxiv.org/pdf/2406.07496,research/ref-paper/is1/pdfs/67__textgrad_automatic_differentiation_via_text_2024.pdf,01_evidence/A-tier/U066_textgrad_automatic_differentiation_via_text.pdf,01_evidence/literature/validated-digests/U066_textgrad_automatic_differentiation_via_text_digest.md
U067,726bf5b639910e69991fe4d9ded654cca700ebbe40f79d37b10eed71ee6a3638,759263,is1,paper,Prompt Optimization is a Coin Flip,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2604.14585,acquisition_url,high,9,A,https://arxiv.org/abs/2604.14585,https://arxiv.org/pdf/2604.14585,research/ref-paper/is1/pdfs/68__prompt_optimization_is_a_coin_flip_2026.pdf,01_evidence/A-tier/U067_prompt_optimization_is_a_coin_flip.pdf,01_evidence/literature/validated-digests/U067_prompt_optimization_is_a_coin_flip_digest.md
U068,2c1012c9aa8414a92ac0bbfff8c8b53dd6f19d89654e0e32cdc344919456b095,224686,is1,paper,RAPO Retrieval-Augmented Prompt Optimization,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,,,not_detected,10,A,https://openreview.net/forum?id=UOaCKgeNQU,https://openreview.net/pdf?id=UOaCKgeNQU,research/ref-paper/is1/pdfs/69__rapo_retrieval_augmented_prompt_optimization_2024.pdf,01_evidence/A-tier/U068_rapo_retrieval_augmented_prompt_optimization.pdf,01_evidence/literature/validated-digests/U068_rapo_retrieval_augmented_prompt_optimization_digest.md
U069,5f627c6cf8423df37ad306c1c0de4ec4790a1a9fbf073f019c1adbaa3205ef97,2542822,is1,paper,A novel re-ranking architecture for patent search,acquisition_metadata_verified_in_pdf,verified,1.0000,10.1016/j.wpi.2024.102282,acquisition_url,high,,,not_detected,9,A,https://doi.org/10.1016/j.wpi.2024.102282,human-provided:70_a_novel_re_ranking_architecture_for_patent_search.pdf,research/ref-paper/is1/pdfs/70_a_novel_re_ranking_architecture_for_patent_search.pdf,01_evidence/A-tier/U069_a_novel_re_ranking_architecture_for_patent_search.pdf,01_evidence/literature/validated-digests/U069_a_novel_re_ranking_architecture_for_patent_search_digest.md
U070,5d0729622cd43ff6044f672aff054f231d35b87aed3ca3d6caa6a88af00e0170,1325986,is1,paper,POSIX: A Prompt Sensitivity Index For Large Language Models,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2410.02185,pdf_front_matter,medium,16,C,https://doi.org/10.48550/arXiv.2410.02185,human-provided:72_a_prompt_sensitivity_index_for_large_language_models.pdf,research/ref-paper/is1/pdfs/72_a_prompt_sensitivity_index_for_large_language_models.pdf,01_evidence/C-tier/U070_posix_a_prompt_sensitivity_index_for_large_language_models.pdf,01_evidence/literature/validated-digests/U070_posix_a_prompt_sensitivity_index_for_large_language_models_digest.md
U071,2cb380e7918e990a19a32f9b6adcba46d8b2ba98987c2844edfba6e11e9fc744,2655019,is1,paper,OPTIMAS: Optimizing Compound AI Systems with Globally Aligned Local Rewards,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2507.03041,pdf_front_matter,medium,22,B,https://doi.org/10.48550/arXiv.2507.03041,human-provided:73_optimizing_compound_ai_systems.pdf,research/ref-paper/is1/pdfs/73_optimizing_compound_ai_systems.pdf,01_evidence/B-tier/U071_optimas_optimizing_compound_ai_systems_with_globally_aligned_local_rewar.pdf,01_evidence/literature/validated-digests/U071_optimas_optimizing_compound_ai_systems_with_globally_aligned_local_rewar_digest.md
U072,a75c328d98903847e4cf199a5a0a1abfdb895031d5024532bcdb279d22696310,1688310,is1,paper,Compound AI Systems Optimization: A Survey of Methods Challenges and Future Directions,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2506.08234,pdf_front_matter,medium,15,C,https://doi.org/10.48550/arXiv.2506.08234,human-provided:74_compound_ai_systems_optimization.pdf,research/ref-paper/is1/pdfs/74_compound_ai_systems_optimization.pdf,01_evidence/C-tier/U072_compound_ai_systems_optimization_a_survey_of_methods_challenges_and_futu.pdf,01_evidence/literature/validated-digests/U072_compound_ai_systems_optimization_a_survey_of_methods_challenges_and_futu_digest.md
U073,5309836325c3a580b6c176242f49f21ca40e413b0acd514e74b67e16bb1b56bc,460814,is1,paper,DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2310.03714,pdf_front_matter,medium,32,C,https://doi.org/10.48550/arXiv.2310.03714,human-provided:75_compiling_declarative_language_model_calls_into_self_improving_pipelines.pdf,research/ref-paper/is1/pdfs/75_compiling_declarative_language_model_calls_into_self_improving_pipelines.pdf,01_evidence/C-tier/U073_dspy_compiling_declarative_language_model_calls_into_self_improving_pipe.pdf,01_evidence/literature/validated-digests/U073_dspy_compiling_declarative_language_model_calls_into_self_improving_pipe_digest.md
U074,c69aa191d8363c25b36685db4adb7e6980e55ee39892fd3626206c16e1e0efa1,5360733,is1,paper,A Gentle Introduction to Conformal Prediction and Distribution-Free Uncertainty Quantification,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2107.07511,pdf_front_matter,medium,51,B,https://doi.org/10.48550/arXiv.2107.07511,human-provided:76_a_gentle_introduction_to_conformal_prediction_and_distribution_free_uncertainty_quantification.pdf,research/ref-paper/is1/pdfs/76_a_gentle_introduction_to_conformal_prediction_and_distribution_free_uncertainty_quantification.pdf,01_evidence/B-tier/U074_a_gentle_introduction_to_conformal_prediction_and_distribution_free_unce.pdf,01_evidence/literature/validated-digests/U074_a_gentle_introduction_to_conformal_prediction_and_distribution_free_unce_digest.md
U075,e6d0a764d05784804733bad0c1a98e2e4bb01c693e335ddd3256c45497f30b42,155624,is1,book,Algorithmic Learning in a Random World,rendered_title_page_visual_review,verified_by_visual_review,0.0000,10.1007/b106715,acquisition_url,high,,,not_detected,9,B,https://doi.org/10.1007/b106715,human-provided:77_algorithmic_learning_in_a_random_world.pdf,research/ref-paper/is1/pdfs/77_algorithmic_learning_in_a_random_world.pdf,01_evidence/B-tier/U075_algorithmic_learning_in_a_random_world.pdf,01_evidence/literature/validated-digests/U075_algorithmic_learning_in_a_random_world_digest.md
U076,b124700f3361363d403810179a3723cc1c5c821eb588dbfc2cadcc04bad3ee43,4530964,is1,paper,CAPO: Cost-Aware Prompt Optimization,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2504.16005,pdf_front_matter,medium,45,A,https://doi.org/10.48550/arXiv.2504.16005,human-provided:78_cost_aware_prompt_optimization.pdf,research/ref-paper/is1/pdfs/78_cost_aware_prompt_optimization.pdf,01_evidence/A-tier/U076_capo_cost_aware_prompt_optimization.pdf,01_evidence/literature/validated-digests/U076_capo_cost_aware_prompt_optimization_digest.md
U077,6779b63130422fd24eec0ee11f67bcf1ac17af3441a0fbdef530110bddb901a9,1145416,is1,paper,Is It Novel and Why? Fine-Grained Patent Novelty Prediction Based on Passage Retrieval,rendered_first_page_text,verified,1.0000,10.1145/3805712.3809576,pdf_front_matter,medium,2605.02392,pdf_front_matter,medium,12,A,,,research/ref-paper/is1/pdfs/79_is_it_novel_and_why_fine_grained_patent_novelty_prediction.pdf,01_evidence/A-tier/U077_is_it_novel_and_why_fine_grained_patent_novelty_prediction_based_on_pass.pdf,01_evidence/literature/validated-digests/U077_is_it_novel_and_why_fine_grained_patent_novelty_prediction_based_on_pass_digest.md
U078,56c79ca3d9a04caef120a409c9bdf2f644dbe3170e824fd01f51ec6449ff9205,7305706,is1,paper,"Benchmarking Patent Embeddings: A Multi-Task Evaluation of 22 Models Across Retrieval, Classification, and Clustering",rendered_first_page_text,verified,1.0000,,,not_detected,2605.24297,pdf_front_matter,medium,31,A,,,research/ref-paper/is1/pdfs/80_benchmarking_patent_embeddings.pdf,01_evidence/A-tier/U078_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro.pdf,01_evidence/literature/validated-digests/U078_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro_digest.md
U079,36b5fe5554b131a2c80319efe7346aa3ceb9485f875b3cf2de9d5b0a709bf9a5,951898,is1,paper,PEEM: Prompt Engineering Evaluation Metrics for Interpretable Joint Evaluation of Prompts and Responses,rendered_first_page_text,verified,1.0000,,,not_detected,2603.10477,pdf_front_matter,medium,24,C,,,research/ref-paper/is1/pdfs/81_prompt_engineering_evaluation_metrics_for_interpretable_joint.pdf,01_evidence/C-tier/U079_peem_prompt_engineering_evaluation_metrics_for_interpretable_joint_evalu.pdf,01_evidence/literature/validated-digests/U079_peem_prompt_engineering_evaluation_metrics_for_interpretable_joint_evalu_digest.md
U080,f2effc69f23b6f80bbd48f377ab8a120204fc2a6748a6238585ff17c0e6174d8,3424509,is1,paper,AIPO: Automatic Instruction Prompt Optimization by Model Itself with Gradient Ascent,pdfinfo,verified,1.0000,10.1016/j.csl.2025.101889,pdf_metadata,high,,,not_detected,14,A,,,research/ref-paper/is1/pdfs/82_automatic_instruction_prompt_optimization_by_model_itself.pdf,01_evidence/A-tier/U080_aipo_automatic_instruction_prompt_optimization_by_model_itself_with_grad.pdf,01_evidence/literature/validated-digests/U080_aipo_automatic_instruction_prompt_optimization_by_model_itself_with_grad_digest.md
U081,8c2da4367453de7b13d4ef9c30ac3446b40abee8e5124699a0f5e8700380f223,4170647,is1,paper,ResearchRubrics: A Benchmark of Prompts and Rubrics for Evaluating Deep Research Agents,pdfinfo,verified,1.0000,,,not_detected,2511.07685,pdf_front_matter,medium,27,C,,,research/ref-paper/is1/pdfs/83_a_benchmark_of_prompts_and_rubrics_for_evaluating_deep_research_agents.pdf,01_evidence/C-tier/U081_researchrubrics_a_benchmark_of_prompts_and_rubrics_for_evaluating_deep_r.pdf,01_evidence/literature/validated-digests/U081_researchrubrics_a_benchmark_of_prompts_and_rubrics_for_evaluating_deep_r_digest.md
U082,87f7f0f323b1671e9202b3ebb1596e909e507c71ecd1b360b0075a5ee1727fe3,879864,is1,paper,SkillOpt: Executive Strategy for Self-Evolving Agent Skills,pdfinfo,verified,1.0000,,,not_detected,2605.23904,pdf_front_matter,medium,27,A,,,research/ref-paper/is1/pdfs/84_skillopt_executive_strategy_for_self_evolving_agent_skills.pdf,01_evidence/A-tier/U082_skillopt_executive_strategy_for_self_evolving_agent_skills.pdf,01_evidence/literature/validated-digests/U082_skillopt_executive_strategy_for_self_evolving_agent_skills_digest.md
U083,1925755aeb627123d1a63c66f02e5aa2432f7e92751a02bea7c8c3b6bbb6ec33,2094824,shared,paper,BEIR: A Heterogeneous Benchmark for Zero-shot Evaluation of Information Retrieval Models,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2104.08663,acquisition_url,high,24,B,https://arxiv.org/abs/2104.08663,https://arxiv.org/pdf/2104.08663,research/ref-paper/shared/pdfs/01_beir_a_heterogeneous_benchmark_for_zero_2021.pdf,01_evidence/B-tier/U083_beir_a_heterogeneous_benchmark_for_zero_shot_evaluation_of_information_r.pdf,01_evidence/literature/validated-digests/U083_beir_a_heterogeneous_benchmark_for_zero_shot_evaluation_of_information_r_digest.md
U084,46e0a2712eabf9e0b9486120356a2110f65516fa7e0d75c35e9ee3eef9ea78c0,1081592,shared,paper,ColBERTv2: Effective and Efficient Retrieval via Lightweight Late Interaction,acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2112.01488,acquisition_url,high,20,B,https://arxiv.org/abs/2112.01488,https://arxiv.org/pdf/2112.01488,research/ref-paper/shared/pdfs/02_colbertv2_effective_and_efficient_retrieval_via_2022.pdf,01_evidence/B-tier/U084_colbertv2_effective_and_efficient_retrieval_via_lightweight_late_interac.pdf,01_evidence/literature/validated-digests/U084_colbertv2_effective_and_efficient_retrieval_via_lightweight_late_interac_digest.md
U085,dc0ae3c5584ed146beee122e6a9ad9c48547dde048d53e9be8435d8f1d354531,424964,shared,paper,Precise Zero-Shot Dense Retrieval without Relevance Labels (HyDE),acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2212.10496,acquisition_url,high,11,B,https://arxiv.org/abs/2212.10496,https://arxiv.org/pdf/2212.10496,research/ref-paper/shared/pdfs/03_precise_zero_shot_dense_retrieval_without_2023.pdf,01_evidence/B-tier/U085_precise_zero_shot_dense_retrieval_without_relevance_labels_hyde.pdf,01_evidence/literature/validated-digests/U085_precise_zero_shot_dense_retrieval_without_relevance_labels_hyde_digest.md
U086,eb38e53565da260dc1f3d49708f45441936447a7f3c7d7ef025ff62ea3e1e575,754673,shared,paper,"M3-Embedding: Multi-Linguality, Multi-Functionality, Multi-Granularity Text Embeddings (BGE-M3)",acquisition_metadata_verified_in_pdf,verified,1.0000,,,not_detected,2402.03216,acquisition_url,high,18,B,https://arxiv.org/abs/2402.03216,https://arxiv.org/pdf/2402.03216,research/ref-paper/shared/pdfs/04_m3_embedding_multi_linguality_multi_functionality_2024.pdf,01_evidence/B-tier/U086_m3_embedding_multi_linguality_multi_functionality_multi_granularity_text.pdf,01_evidence/literature/validated-digests/U086_m3_embedding_multi_linguality_multi_functionality_multi_granularity_text_digest.md
