u_id,tier,reason,verified_title,sha256,digest_path
U093,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG,e1041580a2fecec215b203f5232d558cd6e2802af3d4f5f04fe8bff5080460f8,01_evidence/literature/validated-digests/U093_agentic_retrieval_augmented_generation_a_survey_on_agentic_rag_digest.md
U094,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Interact-RAG: Elevating Retrieval-Augmented Generation via Active Corpus Interaction,52210d244a3571b77afc952fce3f83c769ef4df68e41c83398f1bcbcf12243bd,01_evidence/literature/validated-digests/U094_interact_rag_elevating_retrieval_augmented_generation_via_active_corpus_digest.md
U095,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",MedGraphRAG: Graph-based Retrieval-Augmented Generation for Medical LLMs,75da7f107f4320c00066c50dbc6860c0e4919827cae482d82c217c07b148e58e,01_evidence/literature/validated-digests/U095_medgraphrag_graph_based_retrieval_augmented_generation_for_medical_llms_digest.md
U096,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method","PubMed Knowledge Graph 2.0: Connecting Papers, Patents, and Clinical Trials",3b2a4ee86f919e00e5a37bcdc5a41a854fcf6fee7ba2e20c19533c0e335d8aa0,01_evidence/literature/validated-digests/U096_pubmed_knowledge_graph_2_0_connecting_papers_patents_and_clinical_trials_digest.md
U097,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",KGEIR: Knowledge Graph-Enhanced Iterative Reasoning for Multi-Hop QA,6804b1862a5a0616ad46fee040d8a03f6eaef9d0733d69682b5d0a355a2199ff,01_evidence/literature/validated-digests/U097_kgeir_knowledge_graph_enhanced_iterative_reasoning_for_multi_hop_qa_digest.md
U098,C,"Contextual domain, classification, extraction, model, survey, or systems background",Named Entity Recognition of Pharmacokinetic Parameters in Pharmaceutical Literature,06a33f3104e1514429cab38e9a410abea56f20728b3d5dd76c6b311864ba4910,01_evidence/literature/validated-digests/U098_named_entity_recognition_of_pharmacokinetic_parameters_in_pharmaceutical_digest.md
U099,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Benchmarking LLM Faithfulness in RAG with Evolving Leaderboards (FaithJudge/HHEM),bcd00775beb4588e0b7e211c91ffe2a49298bf19b0339dd94c212bab8c3957cf,01_evidence/literature/validated-digests/U099_benchmarking_llm_faithfulness_in_rag_with_evolving_leaderboards_faithjud_digest.md
U100,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",HalluGraph: Auditable Hallucination Detection for Legal RAG via Knowledge Graph Alignment,c14450394f85b53f3e3cdf2746f9e4f48efba7c895ab1af591607938ec066a4b,01_evidence/literature/validated-digests/U100_hallugraph_auditable_hallucination_detection_for_legal_rag_via_knowledge_digest.md
U101,B,Transferable Thai/cross-lingual/legal evidence for the adjacent IS2 track,Typhoon: Thai Large Language Models (7B),b9161f4b088b19efaf7cb573b85c163e8361d26c78a71c7b706acbf0e47b0e0d,01_evidence/literature/validated-digests/U101_typhoon_thai_large_language_models_7b_digest.md
U102,B,Transferable Thai/cross-lingual/legal evidence for the adjacent IS2 track,NitiBench: A Comprehensive Study of LLM Framework Capabilities for Thai Legal QA,bce607dec5791b8dec916ed010c9a2538fa4af63982ea07bab005e7ee73c8bda,01_evidence/literature/validated-digests/U102_nitibench_a_comprehensive_study_of_llm_framework_capabilities_for_thai_l_digest.md
U103,B,Transferable Thai/cross-lingual/legal evidence for the adjacent IS2 track,Survey on Thai NLP Language Resources and Tools,d9de9a71ff149b9dd8cc2811da88c51b94f1cf8bdc21cd32854ce4be472d2888,01_evidence/literature/validated-digests/U103_survey_on_thai_nlp_language_resources_and_tools_digest.md
U104,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Agent-Mediated Dialogic Framework for Query Expansion (AMD: Socratic+Dialogic+Reflective),74e000a9268c673c880ef1247b17499bf4db9ea80a65c6f4482e50b8afde2584,01_evidence/literature/validated-digests/U104_agent_mediated_dialogic_framework_for_query_expansion_amd_socratic_dialo_digest.md
U105,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",DMQR-RAG: Diverse Multi-Query Rewriting for Retrieval-Augmented Generation,952ef77f31522d3c6837a37aeb3623fb83c52c5c669fde50504c316493da7337,01_evidence/literature/validated-digests/U105_dmqr_rag_diverse_multi_query_rewriting_for_retrieval_augmented_generatio_digest.md
U106,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering,999733e5b581b0f95d40638a77b331e4cf88a4e1f794bfbbcd8c25fc4737899f,01_evidence/literature/validated-digests/U106_collab_rag_boosting_retrieval_augmented_generation_for_complex_question_digest.md
U107,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",ROSERAG: Robust Retrieval-Augmented Generation with Small-Scale LLMs via Diverse Augmentation,029f0085a205644c224ac7287d1027e5a8f5905ad47fe5e41c5e3e2b852ae1ad,01_evidence/literature/validated-digests/U107_roserag_robust_retrieval_augmented_generation_with_small_scale_llms_via_digest.md
U108,B,Transferable Thai/cross-lingual/legal evidence for the adjacent IS2 track,Qwen3 Technical Report,84a5e2b1fa04bb774bf12ae606d1e6d9dd2147ed2ebe78a4cfeb91ba380ffdd5,01_evidence/literature/validated-digests/U108_qwen3_technical_report_digest.md
U109,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",FinReflectKG-MultiHop: Financial QA Benchmark for Reasoning with KG Evidence,c8465346b6321cf54646d28e017ad929c5d85850dfd1c89340ae5ad9680f744f,01_evidence/literature/validated-digests/U109_finreflectkg_multihop_financial_qa_benchmark_for_reasoning_with_kg_evide_digest.md
U110,N,Wrong acquisition: coding guidelines under a biomedical knowledge-graph survey alias,ICD-10-PCS Official Guidelines for Coding and Reporting 2023,8a533f93664647c3b23c052b32cff6328cacbb2b67c9a08ca06aa97cb6620765,01_evidence/literature/validated-digests/U110_icd_10_pcs_official_guidelines_for_coding_and_reporting_2023_digest.md
U111,N,Wrong acquisition: reasoning paper under an E5-Mistral embedding alias,Large Language Models Are Better Reasoners with Self-Verification,e85895a3ef23f6685d1831a1dd1dd14efc5c704d7d9bc734216b2318163af340,01_evidence/literature/validated-digests/U111_large_language_models_are_better_reasoners_with_self_verification_digest.md
U112,C,"Contextual domain, classification, extraction, model, survey, or systems background",Recent Advances in Named Entity Recognition: A Comprehensive Survey,c7b72d3f1d699da87ab65ead92a97c4bc0a97bc293f3611f9fbf6c57f3e2c398,01_evidence/literature/validated-digests/U112_recent_advances_in_named_entity_recognition_a_comprehensive_survey_digest.md
U113,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",CLIRudit: Cross-Lingual Information Retrieval of Scientific Documents,fa71a2e9afae5bf9434e3ff723ecddd199c0981751c0476ca8a2df9f1e6cbd77,01_evidence/literature/validated-digests/U113_clirudit_cross_lingual_information_retrieval_of_scientific_documents_digest.md
U114,N,Wrong acquisition: USPTO PE2E Similarity Search memo under a commercial FTO article alias,New Artificial Intelligence Functionality in PE2E Search,b53dc9935f8ca3d8233dfe8867f58b888df340510cb5460a26d581ab18188f60,01_evidence/literature/validated-digests/U114_new_artificial_intelligence_functionality_in_pe2e_search_digest.md
U115,N,Wrong acquisition: trademark guide under a medical-device patent-trends alias,Trademark Guide in Thailand,bd1513bce96d0871561f325b8d0294dfb84562a6f77cde5d7658966acb1add39,01_evidence/literature/validated-digests/U115_trademark_guide_in_thailand_digest.md
U116,C,"Contextual domain, classification, extraction, model, survey, or systems background",Diverse Augmentation from Large Language Models to Smaller Models for Efficient Retrieval (ACL 2025),66223cee6c9baa0726af956d295ce9fc4c025d66280b4d367d840c9f89e1bfd2,01_evidence/literature/validated-digests/U116_diverse_augmentation_from_large_language_models_to_smaller_models_for_ef_digest.md
U117,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Tree-Based Text Retrieval via Hierarchical Clustering in RAG Frameworks: Application on Taiwanese Regulations,059fc7565b86ff487669bcab4b5b002076fa8d4e2f6989fb1736520164b6115d,01_evidence/literature/validated-digests/U117_tree_based_text_retrieval_via_hierarchical_clustering_in_rag_frameworks_digest.md
U118,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Graph RAG for Legal Norms: A Hierarchical and Temporal Approach,4b276d36ca3eed305cf22ac2d00ee29f2419a1d5424430d25af160c9592ff3eb,01_evidence/literature/validated-digests/U118_graph_rag_for_legal_norms_a_hierarchical_and_temporal_approach_digest.md
U119,A,Direct HarnessOpt/skill/prompt optimization method evidence,Optimizing Instructions and Demonstrations for Multi-Stage Language Model Programs,f00093af256c7b3e5168c2e98fbb8c4847232a8838c91baad4540cb4f19c91f7,01_evidence/literature/validated-digests/U119_optimizing_instructions_and_demonstrations_for_multi_stage_language_mode_digest.md
U120,C,"Contextual domain, classification, extraction, model, survey, or systems background",Efficient Memory Management for Large Language Model Serving with PagedAttention,55b3b324d779a67c59dac2519445e3b07c14e6ff5c656fadb47a3d7b5997469e,01_evidence/literature/validated-digests/U120_efficient_memory_management_for_large_language_model_serving_with_pageda_digest.md
U121,C,"Contextual domain, classification, extraction, model, survey, or systems background",AWQ: Activation-Aware Weight Quantization for On-Device LLM Compression and Acceleration,6e35c8fe7af1f18a5c48dd2524629d859a2013a91d4b3666b554705287a17764,01_evidence/literature/validated-digests/U121_awq_activation_aware_weight_quantization_for_on_device_llm_compression_a_digest.md
U122,C,"Contextual domain, classification, extraction, model, survey, or systems background",DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,6cc20b3c5b8d25b8b53868fc4ec1792c144f07d67bdf7395138efd4422197e7b,01_evidence/literature/validated-digests/U122_deepseekmath_pushing_the_limits_of_mathematical_reasoning_in_open_langua_digest.md
U123,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",OpenThaiGPT 1.5: A Thai-Centric Open Source LLM,12024560d3be8dcd486e96e402dd114565a5b4d73d263148b196168c5f7f84fd,01_evidence/literature/validated-digests/U123_openthaigpt_1_5_a_thai_centric_open_source_llm_digest.md
U124,C,"Contextual domain, classification, extraction, model, survey, or systems background",SeaLLMs: Large Language Models for Southeast Asia,33734dfa7a467bca725bcd9829bde98a6e88e72223d026cc78b35c61b1156896,01_evidence/literature/validated-digests/U124_seallms_large_language_models_for_southeast_asia_digest.md
U125,C,"Contextual domain, classification, extraction, model, survey, or systems background",SeaLLMs 3: Open Foundation Multilingual LLM,c4d3bf5d727d815a3498e2eee95022274bf8b60ee0703a8ac10f56f4d4b175d7,01_evidence/literature/validated-digests/U125_seallms_3_open_foundation_multilingual_llm_digest.md
U126,C,"Contextual domain, classification, extraction, model, survey, or systems background",SEA-LION: Southeast Asian Languages in One Network,dab4619bd59320fd55b07efa58258447efaedd2059a6afb0a93a8a155cca1b56,01_evidence/literature/validated-digests/U126_sea_lion_southeast_asian_languages_in_one_network_digest.md
U127,C,"Contextual domain, classification, extraction, model, survey, or systems background",AttaCut: A Fast and Accurate Neural Thai Word Segmenter,847942b6a9aea84ea7a7ce52153b6aeac222f4383d457d41a36a020c7b00876d,01_evidence/literature/validated-digests/U127_attacut_a_fast_and_accurate_neural_thai_word_segmenter_digest.md
U128,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",MIRACL: Multilingual Information Retrieval Across 18 Languages,f09d9a8bfd7ffdef3e178c72b8cb7589f6a59c5c98e730c6c8799515ccde1707,01_evidence/literature/validated-digests/U128_miracl_multilingual_information_retrieval_across_18_languages_digest.md
U129,C,"Contextual domain, classification, extraction, model, survey, or systems background",NeuCLIRBench: Modern Evaluation for Cross-Language IR,a376e80138afe1c3b55cc8e9c8834c37bd157ebbac3a301755ce30a16bf70543,01_evidence/literature/validated-digests/U129_neuclirbench_modern_evaluation_for_cross_language_ir_digest.md
U130,B,Transferable Thai/cross-lingual/legal evidence for the adjacent IS2 track,Efficiently Aligned Cross-Lingual Transfer via Prompt-Tuning (EACL 2024),30e9e24eb2025077501fe67fa930f65703cd6d35519cf8a8cc2f5753c0f5b026,01_evidence/literature/validated-digests/U130_efficiently_aligned_cross_lingual_transfer_via_prompt_tuning_eacl_2024_digest.md
U131,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",A Hybrid LLM–KG Framework for Biomedical QA (LLaMA-3B + Neo4j),46838903990945d2b2880da5427f7ba22cbc5473eaadbba2c668aa4ad8256006,01_evidence/literature/validated-digests/U131_a_hybrid_llm_kg_framework_for_biomedical_qa_llama_3b_neo4j_digest.md
U132,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Judging the Judges: LLM-Generated Relevance Judgments (LLMJudge@SIGIR2024),aa2f2e996aee1463b6f9f03aed50037f7269d219915ae5bd2c1a0dbeb5664529,01_evidence/literature/validated-digests/U132_judging_the_judges_llm_generated_relevance_judgments_llmjudge_sigir2024_digest.md
U133,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",TREC 2024 RAG Track: Human vs LLM Support Judges,d60e93a406b54650b9e28980b70ace00cf9126c23a04f0f2de51fb35a2bf88df,01_evidence/literature/validated-digests/U133_trec_2024_rag_track_human_vs_llm_support_judges_digest.md
U134,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",FaithJudge: Benchmarking LLM Faithfulness in RAG,6df788707b91ad54b598e04262f416ed695088f9bcceab34cb624bf299e9d241,01_evidence/literature/validated-digests/U134_faithjudge_benchmarking_llm_faithfulness_in_rag_digest.md
U135,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",BRIDGE: Uncovering Missing Relevant Chunks (ICLR 2026),ab62e49c653c949b9dc6f895bf22232fe2ec23cc6c3caaf6b8795d55e3f0cb56,01_evidence/literature/validated-digests/U135_bridge_uncovering_missing_relevant_chunks_iclr_2026_digest.md
U136,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",LegalBench-RAG: Benchmark for RAG in Legal Domain,49f456c744cac4048018588550bf5ccb68ad29b49442d7bd227f21c9398824cd,01_evidence/literature/validated-digests/U136_legalbench_rag_benchmark_for_rag_in_legal_domain_digest.md
U137,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",A Reasoning-Focused Legal Retrieval Benchmark (CSLAW 2025),f0137d1108edca4414adacfede42e0e32ad0a2d173844dc2769e1f170d339438,01_evidence/literature/validated-digests/U137_a_reasoning_focused_legal_retrieval_benchmark_cslaw_2025_digest.md
U138,N,Wrong acquisition: k-means paper under a pgvector alias,Using the Triangle Inequality to Accelerate k-Means,2ed9197ce01aa3bc55611ec163939fe00444a7f6473334365c3f7c1f2f6212b3,01_evidence/literature/validated-digests/U138_using_the_triangle_inequality_to_accelerate_k_means_digest.md
U139,B,Transferable Thai/cross-lingual/legal evidence for the adjacent IS2 track,Soft Language Prompts for Language Transfer (EACL 2024),958032a7f60cd26042f7115eb2d18592d98c0cd01a20f83bb5ef8a3f4d7a7c78,01_evidence/literature/validated-digests/U139_soft_language_prompts_for_language_transfer_eacl_2024_digest.md
U140,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Hybrid Batch Training for Multilingual Retrieval (MIRACL),acf5f1b6e2324cbbb5e55cdb5511dce2e6f07105feddebba35c43ad60202e20a,01_evidence/literature/validated-digests/U140_hybrid_batch_training_for_multilingual_retrieval_miracl_digest.md
U141,C,"Contextual domain, classification, extraction, model, survey, or systems background","Survey of Tasks, Datasets, Models in Legal NLP",c1367879dd1b5265fa17ca71f311cc864e2899b49d7e8c44243bd1286e38bcfe,01_evidence/literature/validated-digests/U141_survey_of_tasks_datasets_models_in_legal_nlp_digest.md
U142,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",TREC 2023 NeuCLIR Track: Cross-Language Neural Retrieval,49aa9c8c578b09560e8bc59cf84b1575cbb531e6d4a9cb6e405d1092e6a354c7,01_evidence/literature/validated-digests/U142_trec_2023_neuclir_track_cross_language_neural_retrieval_digest.md
U143,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method","Beyond Keywords: Optimizing Legal Information Retrieval through Embeddings, Cross-Encoders, and Large Language Models",dcdca487711eb62d7968a9a4165c51185f9881115d18ff0c2f9047f1f8b8665d,01_evidence/literature/validated-digests/U143_beyond_keywords_optimizing_legal_information_retrieval_through_embedding_digest.md
U144,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Case-Aware LLM-as-a-Judge for Enterprise RAG,079b2c06a2d90c717d86e1c2127122ce9a7ac5e2b574ce26162d1155b02fc02a,01_evidence/literature/validated-digests/U144_case_aware_llm_as_a_judge_for_enterprise_rag_digest.md
U145,C,"Contextual domain, classification, extraction, model, survey, or systems background",LegalBench: Measuring Legal Reasoning in LLMs,47a0759d5f5dfcc7516579c083ff5e44bfdd12164db86149f2fee8792d382122,01_evidence/literature/validated-digests/U145_legalbench_measuring_legal_reasoning_in_llms_digest.md
U146,B,Transferable medical graph-RAG method; alias uses the MedGraphRAG shorthand,Medical Graph RAG: Towards Safe Medical Large Language Models via Graph Retrieval-Augmented Generation,c1f7caa804e849a941fa106272f0fbc3ee0c1ba49fb5b4c45e9ca1d3f1c8a113,01_evidence/literature/validated-digests/U146_medical_graph_rag_towards_safe_medical_large_language_models_via_graph_r_digest.md
U147,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",Drug Repurposing via Graph-of-Thoughts (GoT) + PrimeKG,b46fe84f7d4ed941ea6273fd4ff243057fc98a01273e1d75f33ada3988da5a8f,01_evidence/literature/validated-digests/U147_drug_repurposing_via_graph_of_thoughts_got_primekg_digest.md
U148,B,"Transferable retrieval, RAG, evaluation, uncertainty, or knowledge-graph method",LLaDR: LLM-Assisted Biomedical Concept Mapping for Drug Repurposing,c8eb99d7926c9febf8e4e416202ad9d13479a2d462167aad7ace539531f58b45,01_evidence/literature/validated-digests/U148_lladr_llm_assisted_biomedical_concept_mapping_for_drug_repurposing_digest.md
U149,A,Direct patent retrieval/search/embedding benchmark evidence,"Benchmarking Patent Embeddings: A Multi-Task Evaluation of 22 Models Across Retrieval, Classification, and Clustering",07aefa5f1673e1825b696df49ff2d5c0b79c02fe579f131a850f6baf8d0458d9,01_evidence/literature/validated-digests/U149_benchmarking_patent_embeddings_a_multi_task_evaluation_of_22_models_acro_digest.md
U150,N,Non-literature paper-structure template,The Structure of an Academic Paper,88ee7461ad319c999153311c457c727ed78945f62b33a3f040d8b35439692b74,01_evidence/literature/validated-digests/U150_the_structure_of_an_academic_paper_digest.md
U151,A,Direct HarnessOpt/skill/prompt optimization method evidence,SkillOpt-Lite: Better and Faster Agent Self-Evolution via One Line of Vibe,4e7d36b233673a3793b95e7834e588acf19bcea3b292c7168781a95df792797d,01_evidence/literature/validated-digests/U151_skillopt_lite_better_and_faster_agent_self_evolution_via_one_line_of_vib_digest.md
U152,A,Direct agent self-evolution optimization evidence for HarnessOpt,Marginal Advantage Accumulation for Memory-Driven Agent Self-Evolution,a77d17230e6e1b29be82a61667dad4ed57fe3224f514aeb48141d71d1e0d14c0,01_evidence/literature/validated-digests/U152_marginal_advantage_accumulation_for_memory_driven_agent_self_evolution_digest.md
U153,A,Direct HarnessOpt/skill/prompt optimization method evidence,SkillGrad: Optimizing Agent Skills Like Gradient Descent,ac08480ae67c537dcfdc7ddb9dd1938adde2330943c09b3682a8f8e7383b1cfe,01_evidence/literature/validated-digests/U153_skillgrad_optimizing_agent_skills_like_gradient_descent_digest.md
